childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE171088,2,37,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,12,Cattle farmer,12,24,4,6,8,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,30,Week,N/A,-88,N/A,N/A,-88,N/A,8,0
PE171088,3,18,male,Brother/sister,"Yes, still lives in household",11,No,,,,,,,,,No disability,523,Waged worker,11,30,4,7,15,11,"Waged worker (agriculture, cattle farmer, fishing)",1,4,2,2,8,Non-remunerated household members,11,1,6,2,3,8,First activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,Yes,5,Day,1,0
PE171088,4,16,female,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,1,0,0,6,2,3,,,,,,,,,,,
PE171088,5,13,male,Brother/sister,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,8,N/A,-88,88,88,88,88,88,None,10,0,2,0,0,6,2,4,,,,,,,,,,,
PE171088,6,11,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,8,4,2,8,N/A,-88,88,88,88,88,88,None,10,0,2,3,0,6,2,1,,,,,,,,,,,
PE171088,7,29,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171089,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,4,1,3,,,,,,,,,,,
PE171089,1,24,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),9,8,2,4,8,11,"Waged worker (agriculture, cattle farmer, fishing)",9,4,2,2,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,Yes,6,Day,10,0
PE171089,2,23,female,Biological parent,"Yes, still lives in household",10,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,11,Non-remunerated household members,9,4,2,2,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171090,0,4,female,YL Child,"Yes, still lives in household",,,None,No,School entrance fee is high,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,0,0,2,,,,,,,,,,,
PE171090,1,25,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,173,Independent merchant,6,8,4,2,1,950,Self-employed (services),3,4,4,1,5,Household chores/Housewife,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,188,Month,N/A,-88,N/A,N/A,-88,N/A,15,0
PE171090,2,-99,female,"Other, unrelated","No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171090,3,27,male,Step-parent,"Yes, still lives in household",Incomplete Technical college,No,,,,,,,,,No disability,402,Waged worker,9,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,102,Week,No,-88,N/A,Yes,5,Semester,0,9
PE171090,4,2,female,Half-sibling (same mother),"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171091,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,4,,,,,,,,,,,
PE171091,1,36,male,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),8,24,4,6,6,452,Waged worker,1,24,4,6,8,"Waged worker (agriculture, cattle farmer, fishing)",11,3,20,4,5,8,Second activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,No,-88,N/A,0,1
PE171091,2,43,female,Biological parent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,11,Non-remunerated household members,12,24,4,6,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171091,3,16,male,Half-sibling (same father),"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,2,0,0,6,2,2,,,,,,,,,,,
PE171091,4,12,female,Brother/sister,"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,2,0,0,6,2,2,,,,,,,,,,,
PE171091,5,10,male,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,5,1,3,,,,,,,,,,,
PE171091,15,8,female,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,4,,,,,,,,,,,
PE171091,16,23,male,Uncle/Aunt,"Yes, still lives in household",8,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,251,Waged worker,3,24,4,6,6,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,200,Month,No,-88,N/A,No,-88,N/A,3,0
PE171092,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Excellent,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,4,1,1,,,,,,,,,,,
PE171092,1,46,male,Biological parent,"Yes, still lives in household",7,No,,,,,,,,,"Only part-time, light work",11,Self-employed farmer (own plot),12,20,4,5,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,100,Year,N/A,-88,N/A,N/A,-88,N/A,40,0
PE171092,2,43,female,Biological parent,"Yes, still lives in household",2,No,,,,,,,,,No disability,512,Self-employed farmer (own plot),3,4,4,1,5,12,Non-remunerated household members,9,24,4,7,8,Household chores/Housewife,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,16,Day,N/A,-88,N/A,N/A,-88,N/A,1,0
PE171092,3,14,male,Half-sibling (same mother),"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,"Waged worker (agriculture, cattle farmer, fishing)",3,12,4,3,10,N/A,-88,88,88,88,88,88,Second activity,9,1,1,0,1,6,2,1,Dependent,6,Day,No,-88,N/A,No,-88,N/A,1,0
PE171092,4,11,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,3,8,4,2,8,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,6,1,2,,,,,,,,,,,
PE171092,15,8,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,6,1,1,,,,,,,,,,,
PE171092,16,60,female,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171093,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,1,0,3,2,2,,,,,,,,,,,
PE171093,1,33,male,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),6,24,4,6,8,11,"Waged worker (agriculture, cattle farmer, fishing)",4,10,2,5,8,Self-employed (services),930,1,6,2,3,4,Second activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,No,-88,N/A,5,0
PE171093,2,34,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,12,"Waged worker (agriculture, cattle farmer, fishing)",5,16,4,4,8,950,Self-employed (services),1,8,4,2,5,Household chores/Housewife,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,6,Day,No,-88,N/A,No,-88,N/A,3,0
PE171093,3,16,male,Half-sibling (same mother),"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,"Waged worker (agriculture, cattle farmer, fishing)",2,4,2,2,8,N/A,-88,88,88,88,88,88,Second activity,10,2,1,2,0,6,2,1,Dependent,10,Day,No,-88,N/A,No,-88,N/A,1,0
PE171093,15,7,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,1,2,0,5,2,2,,,,,,,,,,,
PE171094,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,2,0,0,4,1,3,,,,,,,,,,,
PE171094,1,27,male,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),6,20,4,5,5,921,Waged worker,6,24,4,6,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,500,Semester,N/A,-88,N/A,N/A,-88,N/A,17,2
PE171094,2,26,female,Biological parent,"Yes, still lives in household",4,No,,,,,,,,,No disability,11,Non-remunerated household members,12,20,4,5,4,12,Cattle farmer,12,24,4,6,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,500,Semester,N/A,-88,N/A,N/A,-88,N/A,17,2
PE171094,3,73,female,Paternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171094,4,23,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171094,5,16,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171094,6,9,male,Cousin,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171094,7,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171094,8,0,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171095,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,0,0,0,4,2,4,,,,,,,,,,,
PE171095,1,48,male,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),3,24,4,6,8,132,Other (related to agriculture),7,20,4,5,12,Waged worker,452,2,24,4,6,8,Second activity,,,,,,,,,Independent,1300,Month,N/A,-88,N/A,N/A,-88,N/A,0,7
PE171095,2,36,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,"Waged worker (agriculture, cattle farmer, fishing)",9,28,4,7,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,250,Year,No,-88,N/A,No,-88,N/A,3,0
PE171095,3,15,male,Brother/sister,"Yes, still lives in household",,,8,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,2,0,0,6,4,2,,,,,,,,,,,
PE171095,4,14,female,Brother/sister,"Yes, still lives in household",,,8,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,2,0,0,6,4,2,,,,,,,,,,,
PE171095,5,0,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171095,6,76,female,Maternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171096,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,2,,,,,,,,,,,
PE171096,1,25,male,Biological parent,"Yes, still lives in household",Incomplete Technical college,"Yes, attending regularly",,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",5,24,4,6,8,-88,Dependent living at home (child or retired elder),88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,10,0
PE171096,2,23,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",6,24,4,6,8,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,10,0
PE171096,15,7,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,2,0,0,5,1,2,,,,,,,,,,,
PE171098,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,3,1,3,,,,,,,,,,,
PE171098,1,40,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),6,20,4,5,8,11,"Waged worker (agriculture, cattle farmer, fishing)",12,6,3,2,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,600,Year,N/A,-88,N/A,N/A,-88,N/A,25,0
PE171098,2,40,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,Non-remunerated household members,12,28,4,7,2,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171098,3,20,male,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171098,4,19,male,Brother/sister,"Yes, still lives in household",6,No,,,,,,,,,No disability,132,"Waged worker (agriculture, cattle farmer, fishing)",12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,Yes,10,Day,1,0
PE171098,5,13,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171098,6,11,male,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Non-remunerated household members,12,20,4,5,2,N/A,-88,88,88,88,88,88,None,9,2,1,0,0,5,2,2,,,,,,,,,,,
PE171098,15,7,female,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,1,0,0,5,1,2,,,,,,,,,,,
PE171098,16,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171099,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,1,0,3,2,2,,,,,,,,,,,
PE171099,1,52,male,Biological parent,"Yes, still lives in household",2,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),7,20,4,5,8,12,"Waged worker (agriculture, cattle farmer, fishing)",4,28,4,7,8,"Waged worker (agriculture, cattle farmer, fishing)",11,12,6,3,2,8,First activity,,,,,,,,,Independent,1000,Year,N/A,-88,N/A,N/A,-88,N/A,48,0
PE171099,2,39,female,Biological parent,"Yes, still lives in household",4,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,12,"Waged worker (agriculture, cattle farmer, fishing)",2,28,4,7,6,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171099,3,17,female,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,2,1,0,6,4,1,,,,,,,,,,,
PE171099,4,14,female,Brother/sister,"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,Non-remunerated household members,6,8,4,2,8,N/A,-88,88,88,88,88,88,None,9,2,2,1,0,5,1,2,,,,,,,,,,,
PE171099,5,13,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,2,1,0,5,2,2,,,,,,,,,,,
PE171099,6,69,female,Paternal grandparent,"Yes, still lives in household",None,No,,,,,,,,,Needs help with dressing etc.,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171100,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,2,,,,,,,,,,,
PE171100,1,38,male,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,999,Waged worker,1,24,4,6,8,132,"Waged worker (agriculture, cattle farmer, fishing)",2,24,4,6,8,Self-employed farmer (own plot),11,9,24,4,6,8,Third activity,,,,,,,,,Independent,700,Year,N/A,-88,N/A,N/A,-88,N/A,28,0
PE171100,2,43,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,12,Non-remunerated household members,12,24,4,6,3,11,Non-remunerated household members,12,24,4,6,4,Household chores/Housewife,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171100,3,16,male,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,"Waged worker (agriculture, cattle farmer, fishing)",3,8,4,2,8,Non-remunerated household members,11,9,20,4,5,2,Second activity,9,2,1,2,0,6,2,1,Dependent,7,Day,No,-88,N/A,Yes,6,Hour,5,0
PE171100,4,15,male,Brother/sister,"Yes, still lives in household",,,8,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,11,"Waged worker (agriculture, cattle farmer, fishing)",3,8,4,2,8,Non-remunerated household members,11,9,20,4,5,2,Second activity,9,2,1,2,0,6,2,1,Dependent,7,Day,No,-88,N/A,Yes,6,Hour,6,0
PE171100,5,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,525,Independent merchant,7,20,4,5,1,Non-remunerated household members,12,12,20,4,5,2,Second activity,9,2,2,2,0,5,2,1,Independent,3,Week,N/A,-88,N/A,N/A,-88,N/A,0,7
PE171100,6,87,female,Paternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE171101,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,12,0,0,2,0,5,0,5,,,,,,,,,,,
PE171101,1,34,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,751,Waged worker,12,20,4,5,8,11,Self-employed farmer (own plot),12,8,4,2,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,Yes,25,Year,1,0
PE171101,2,31,female,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,11,Non-remunerated household members,12,8,4,2,8,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171101,3,10,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,12,Small animals breeder,12,30,4,7,1,N/A,-88,88,88,88,88,88,Second activity,11,2,2,2,0,5,1,1,Independent,30,Year,N/A,-88,N/A,N/A,-88,N/A,1,0
PE171101,4,0,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171102,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Reasonably well,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,1,0,0,5,1,2,,,,,,,,,,,
PE171102,1,26,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,Self-employed farmer (own plot),6,18,3,6,8,11,"Waged worker (agriculture, cattle farmer, fishing)",4,8,4,2,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,280,Year,N/A,-88,N/A,N/A,-88,N/A,14,9
PE171102,2,26,female,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,11,Non-remunerated household members,6,6,3,2,4,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171102,3,11,female,Brother/sister,"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,2,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,5,2,1,,,,,,,,,,,
PE171102,15,8,male,Brother/sister,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,5,2,1,,,,,,,,,,,
PE171102,16,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE171103,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,1,0,0,5,2,3,,,,,,,,,,,
PE171103,1,27,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",5,12,4,3,8,11,Self-employed farmer (own plot),6,12,4,3,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,10,Day,No,-88,N/A,No,-88,N/A,17,0
PE171103,2,29,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,521,Independent merchant,12,24,4,7,4,12,Non-remunerated household members,12,24,4,7,4,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,10,Day,N/A,-88,N/A,N/A,-88,N/A,8,0
