childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN160053,4,15,male,half-sibling (same father),"yes, still lives in household",n/a,n/a,8,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,2,7
VN160053,3,16,female,half-sibling (same mother),"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN160053,2,37,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,3,self-employed (food crops),7,8,8,self-employed (livestock),12,15,1,88,88,88,88,88,88,88,88
VN160053,1,42,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),9,24,8,self-employed (food crops),2,10,10,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160054,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,1,6
VN160054,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,1,1,0,0,4,6,4
VN160054,4,23,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160054,3,27,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,22,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160054,2,30,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),3,20,8,other agriculture,2,30,10,wage employment (non-agriculture),1,19,8,88,88,88,88,88,88,88,88
VN160054,1,52,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160055,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160055,1,44,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,29,3,self-employed (food crops),4,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160056,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160056,4,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,12,25,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,3,6
VN160056,3,35,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (food crops),7,10,8,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN160056,2,37,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),7,15,6,self-employed (livestock),12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160056,1,79,female,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160057,5,4,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160057,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160057,4,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,5,5
VN160057,3,33,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (food crops),6,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160057,2,38,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,10,10,1,household dependent,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160057,1,81,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160058,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160058,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,10,0,2,0,0,4,2,6
VN160058,3,28,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,26,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160058,2,29,female,biological parent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,26,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160058,1,56,female,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,capable of most types of full-time work but some difficulty with physical work,household chores,12,30,4,self-employed (livestock),12,30,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160059,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,1,6
VN160059,5,12,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,6,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household chores,10,20,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,5,4
VN160059,4,14,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,8,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household chores,11,25,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,5,4
VN160059,3,33,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,28,3,self-employed (food crops),8,15,8,wage employment (non-agriculture),6,30,6,88,88,88,88,88,88,88,88
VN160059,2,35,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160059,1,65,female,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160060,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160060,4,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,4,15,2,n/a,88,88,88,n/a,88,88,88,8,1,2,0,0,4,5,4
VN160060,3,16,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,9,no,banned because failed to achieve necessary grade,16,6,nk,nk,nk,no disability,wage employment (non-agriculture),7,26,8,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160060,2,37,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),7,30,3,self-employed (food crops),4,22,8,household chores,12,30,2,88,88,88,88,88,88,88,88
VN160060,1,40,male,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),7,30,3,self-employed (food crops),4,20,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160062,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160062,5,9,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,4,10,1,household dependent,88,88,88,n/a,88,88,88,8,1,0,0,0,4,6,5
VN160062,4,30,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,self-employed (business),6,26,5,household chores,12,30,1,88,88,88,88,88,88,88,88
VN160062,3,37,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,22,8,self-employed (livestock),5,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160062,1,72,male,paternal grandparent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160062,2,72,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160063,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160063,2,25,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,29,2,self-employed (livestock),6,29,2,self-employed (food crops),4,8,8,88,88,88,88,88,88,88,88
VN160063,1,29,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,25,2,wage employment (non-agriculture),6,15,8,self-employed (food crops),4,4,6,88,88,88,88,88,88,88,88
VN160064,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,self-employed (food crops),8,2,5,n/a,88,88,88,10,0,0,0,0,10,0,4
VN160064,3,13,male,brother/sister (both parents the same),person has died,n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN160064,2,34,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,4,28,8,wage employment (agriculture),2,20,6,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160064,1,35,male,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160065,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160065,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,1,0,0,0,4,6,5
VN160065,2,28,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,22,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160065,1,30,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),2,20,8,self-employed (livestock),6,20,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160066,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160066,2,24,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160066,1,29,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,26,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160066,3,59,male,paternal grandparent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),1,15,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160066,4,60,female,paternal grandparent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),2,20,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160067,3,2,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160067,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160067,2,29,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,2,self-employed (food crops),4,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160067,1,31,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,20,1,self-employed (services),12,15,4,self-employed (food crops),4,6,6,88,88,88,88,88,88,88,88
VN160068,4,3,male,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160068,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,8,2,5
VN160068,2,27,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160068,1,28,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160068,3,53,female,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),3,22,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160069,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160069,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,4,6
VN160069,1,30,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,10,25,1,self-employed (food crops),4,8,6,wage employment (non-agriculture),2,16,8,88,88,88,88,88,88,88,88
VN160069,2,30,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,2,self-employed (food crops),4,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160070,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,1,5
VN160070,4,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,5,10,1,household dependent,88,88,88,n/a,88,88,88,8,1,2,0,0,4,5,4
VN160070,3,12,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,6,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,6,15,1,household dependent,88,88,88,n/a,88,88,88,8,2,4,0,0,4,5,1
VN160070,2,33,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),3,20,8,self-employed (food crops),4,20,9,household chores,12,30,2,88,88,88,88,88,88,88,88
VN160070,1,35,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),6,20,8,self-employed (food crops),4,20,9,household chores,6,20,2,88,88,88,88,88,88,88,88
VN160071,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4
VN160071,3,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,good,reasonably ok,no disability,household chores,6,10,1,household dependent,88,88,88,n/a,88,88,88,9,2,0,0,0,4,5,4
VN160071,2,34,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),4,20,8,household chores,7,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160071,1,36,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,11,22,8,self-employed (food crops),1,15,7,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160072,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160072,16,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,5,6
VN160072,1,27,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,20,1,self-employed (food crops),5,16,3,self-employed (livestock),10,16,1,88,88,88,88,88,88,88,88
VN160072,2,27,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,26,2,self-employed (livestock),12,28,2,self-employed (food crops),7,20,8,88,88,88,88,88,88,88,88
VN160073,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160073,6,21,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160073,5,24,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160073,4,28,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,20,6,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160073,3,30,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,25,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160073,2,48,female,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,2,self-employed (non-food agriculture),12,20,4,self-employed (food crops),7,10,2,88,88,88,88,88,88,88,88
VN160073,1,54,male,paternal grandparent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,25,5,self-employed (food crops),2,10,8,self-employed (livestock),12,30,1,88,88,88,88,88,88,88,88
VN160074,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4
VN160074,2,25,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,25,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160074,1,31,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,20,8,self-employed (food crops),2,20,8,household chores,6,15,1,88,88,88,88,88,88,88,88
VN160075,3,0,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160075,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160075,2,25,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (livestock),12,30,2,self-employed (food crops),6,8,6,88,88,88,88,88,88,88,88
VN160075,1,33,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,24,9,self-employed (food crops),2,10,10,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160076,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160076,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,7,government school,good,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,5,5
VN160076,2,28,female,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160076,1,29,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN160076,17,66,female,paternal grandparent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,28,2,self-employed (livestock),12,25,1,self-employed (food crops),4,6,2,88,88,88,88,88,88,88,88
VN160076,16,71,male,paternal grandparent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,20,1,self-employed (livestock),12,20,1,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160077,3,1,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160077,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160077,2,26,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,88,12,3,self-employed (livestock),12,30,2,self-employed (food crops),7,10,6,88,88,88,88,88,88,88,88
VN160077,1,36,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),7,10,8,wage employment (non-agriculture),3,15,8,self-employed (non-food agriculture),12,10,1,88,88,88,88,88,88,88,88
VN160078,3,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN160078,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160078,2,25,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (livestock),12,30,2,self-employed (food crops),7,10,6,88,88,88,88,88,88,88,88
VN160078,1,27,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),6,20,8,self-employed (food crops),6,10,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN160080,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,0,7
VN160080,2,43,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,28,2,self-employed (livestock),12,29,2,self-employed (food crops),4,10,8,88,88,88,88,88,88,88,88
VN160080,1,59,male,biological parent,"yes, still lives in household",11,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,25,1,self-employed (livestock),12,22,1,self-employed (food crops),4,7,8,88,88,88,88,88,88,88,88
VN160081,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,7,0,6
VN160081,3,17,female,brother/sister (both parents the same),"no, lives elsewhere",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
