formno,childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play,inegsday,inegwage,inegchld,inegvill,inegcomp
,IN200054,1,31,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,7,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200055,0,5,female,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,3,private,excellent,excellent,no disability,other,10,6,9,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4,-77,-77,nk,nk,nk
,IN200055,2,27,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,8,household chores,12,7,6,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200055,1,33,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,0,5,male,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,4,public community (ngo/charity/church),good,bad,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,0,8,-77,-77,nk,nk,nk
,IN200056,8,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,4,public community (ngo/charity/church),excellent,bad,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,1,1,0,0,7,0,5,-77,-77,nk,nk,nk
,IN200056,7,18,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,6,20,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,5,24,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,4,26,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,3,29,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,15,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,2,44,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200056,1,54,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200057,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,6,4,-77,-77,nk,nk,nk
,IN200057,3,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,8,2,0,0,0,6,6,2,-77,-77,nk,nk,nk
,IN200057,2,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,10,household chores,12,7,5,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200057,1,29,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200058,3,4,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200058,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200058,2,23,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200058,1,25,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200060,3,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200060,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,no,"truancy, child does not want to go",88,88,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,0,8,-77,-77,nk,nk,nk
,IN200060,2,26,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),10,7,12,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200060,1,29,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),9,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,8,1,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200061,7,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200061,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,9,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,9,2,1,-77,-77,nk,nk,nk
,IN200061,6,25,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,5,30,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),9,7,12,self-employed (services),3,4,4,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,4,32,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,3,39,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,2,44,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200061,1,54,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,10,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200062,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,4,n/a,n/a,n/a,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,2,4,-77,-77,nk,nk,nk
,IN200062,6,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,4,public community (ngo/charity/church),good,good,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,4,2,-77,-77,nk,nk,nk
,IN200062,8,18,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,9,24,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,5,31,male,uncle/aunt,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,4,33,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,8,6,9,household chores,12,7,4,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,3,39,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,2,54,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,1,59,male,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200062,7,79,male,great-grandparent (father's side),person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200063,5,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200063,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,7,2,5,-77,-77,nk,nk,nk
,IN200063,3,28,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (manufacturing),10,7,5,household chores,12,7,6,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200063,4,29,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200063,2,36,male,biological parent,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,10,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200063,1,74,female,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200064,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,4,n/a,n/a,n/a,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,0,8,-77,-77,nk,nk,nk
,IN200064,4,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,4,private,excellent,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,1,0,0,6,3,4,-77,-77,nk,nk,nk
,IN200064,3,10,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,excellent,good,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,3,5,-77,-77,nk,nk,nk
,IN200064,2,28,female,biological parent,"yes, still lives in household","post-secondary, vocational",no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,11,6,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200064,1,30,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,16,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200065,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,4,n/a,n/a,n/a,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,2,0,0,0,7,2,3,-77,-77,nk,nk,nk
,IN200065,18,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,2,1,0,0,7,2,1,-77,-77,nk,nk,nk
,IN200065,17,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,4,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,1,0,0,0,7,2,4,-77,-77,nk,nk,nk
,IN200065,7,10,male,cousin,"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,4,private,good,good,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,10,1,1,0,0,7,2,3,-77,-77,nk,nk,nk
,IN200065,14,18,female,uncle/aunt,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,11,20,male,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,13,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,13,20,male,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,15,20,female,uncle/aunt,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,7,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,9,22,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,10,22,male,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,13,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,12,22,male,uncle/aunt,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,6,25,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,8,26,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,4,28,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,3,32,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,5,32,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,13,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,2,48,female,great-grandparent (father's side),"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200065,1,65,male,great-grandparent (father's side),"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200066,6,4,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200066,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,89,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,7,-77,-77,nk,nk,nk
,IN200066,5,20,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200066,4,23,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200066,3,25,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200066,2,26,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200066,1,29,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,5,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200067,3,4,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200067,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,no,child still in pre-school,88,89,n/a,n/a,n/a,no disability,other,10,6,7,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,7,1,4,-77,-77,nk,nk,nk
,IN200067,2,33,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,8,household chores,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200067,1,36,male,biological parent,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,8,household chores,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,11,6,6,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,6,3,4,-77,-77,nk,nk,nk
,IN200069,5,16,male,cousin,"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200069,4,23,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,3,28,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,7,36,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,6,44,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,2,59,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200069,1,69,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200070,3,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200070,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,3,n/a,n/a,n/a,no disability,other,10,6,8,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,8,3,3,-77,-77,nk,nk,nk
,IN200070,2,24,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200070,1,30,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200071,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,6,2,4,-77,-77,nk,nk,nk
,IN200071,3,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,3,private,good,good,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,11,1,0,0,0,6,3,3,-77,-77,nk,nk,nk
,IN200071,2,38,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200071,1,43,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,12,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,11,0,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200072,10,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200072,9,4,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,other,10,6,3,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN200072,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,4,n/a,n/a,n/a,no disability,other,10,6,6,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,6,3,4,-77,-77,nk,nk,nk
,IN200072,6,25,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN200072,8,25,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
