hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE161053,4,54,Male,Maternal grandparent,,,,,Male,Maternal grandparent
PE161053,5,29,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,6,28,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,7,24,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE161053,8,23,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE161053,9,21,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE161053,10,18,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,11,14,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,12,13,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,13,11,Female,Uncle/Aunt,,,,,Female,Uncle/Aunt
PE161053,14,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE161053,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161053,16,9,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,17,6,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161053,18,,,,5,Female,Brother/sister,9,Female,Brother/sister
PE161053,19,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE161053,20,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE161054,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161054,1,28,Male,Biological parent,30,Male,Biological parent,36,Male,Biological parent
PE161054,2,26,Female,Biological parent,29,Female,Biological parent,35,Female,Biological parent
PE161054,15,8,Female,Brother/sister,10,Female,Brother/sister,15,Female,Brother/sister
PE161054,16,0,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE161054,17,,,,1,Male,Brother/sister,4,Male,Brother/sister
PE161055,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161055,1,42,Male,Biological parent,44,Male,Biological parent,48,Male,Biological parent
PE161055,2,40,Female,Biological parent,44,Female,Biological parent,48,Female,Biological parent
PE161055,3,22,Female,Brother/sister,25,Female,Brother/sister,30,Female,Brother/sister
PE161055,4,18,Female,Brother/sister,22,Female,Brother/sister,26,Female,Brother/sister
PE161055,5,14,Female,Brother/sister,18,Female,Brother/sister,22,Female,Brother/sister
PE161055,6,13,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE161055,7,1,Female,Uncle/Aunt,4,Female,Uncle/Aunt,8,Female,Nephew/Niece
PE161056,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161056,1,26,Female,Biological parent,28,Female,Biological parent,33,Female,Biological parent
PE161056,2,67,Female,Maternal grandparent,62,Female,Maternal grandparent,66,Female,Maternal grandparent
PE161056,3,86,Female,Maternal grandparent,89,Female,Maternal grandparent,93,Female,Great-grandparent (Mother's side)
PE161056,4,21,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161056,5,19,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161056,6,14,Male,Cousin,18,Male,Cousin,22,Male,Cousin
PE161057,0,5,Male,YL Child,8,Male,YL Child,11,Male,YL Child
PE161057,1,36,Male,Biological parent,38,Male,Biological parent,43,Male,Biological parent
PE161057,2,30,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE161057,3,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE161057,4,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE161057,15,7,Male,Brother/sister,10,Male,Brother/sister,13,Male,Brother/sister
PE161058,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161058,1,30,Male,Biological parent,28,Male,Biological parent,36,Male,Biological parent
PE161058,2,24,Female,Biological parent,32,Female,Biological parent,32,Female,Biological parent
PE161058,3,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE161059,0,4,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE161059,1,34,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE161059,2,33,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE161059,3,15,Female,Half-sibling (same mother),,,,,Female,Half-sibling (same mother)
PE161059,4,10,Female,Brother/sister,13,Male,Brother/sister,17,Female,Brother/sister
PE161059,5,9,Male,Brother/sister,11,Male,Brother/sister,14,Male,Brother/sister
PE161059,6,1,Male,Brother/sister,5,Male,Brother/sister,8,Male,Brother/sister
PE161059,7,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE161059,8,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE161059,9,,,,,,,1,Male,Brother/sister
PE161060,0,4,Male,YL Child,7,Male,YL Child,,,
PE161060,1,29,Male,Biological parent,34,Male,Biological parent,,,
PE161060,2,24,Female,Biological parent,27,Female,Biological parent,,,
PE161060,3,60,Male,Maternal grandparent,,,,,,
PE161060,4,69,Female,Maternal grandparent,,,,,,
PE161060,5,,,,0,Male,Brother/sister,,,
PE161061,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161061,1,44,Male,Biological parent,47,Male,Biological parent,50,Male,Biological parent
PE161061,2,43,Female,Biological parent,46,Female,Biological parent,50,Female,Biological parent
PE161061,3,22,Male,Brother/sister,,,,,Male,Brother/sister
PE161061,4,19,Female,Brother/sister,21,Female,Brother/sister,25,Female,Brother/sister
PE161061,5,16,Male,Brother/sister,17,Male,Brother/sister,21,Male,Brother/sister
PE161061,6,12,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE161061,7,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE161061,15,6,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE161062,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161062,1,27,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE161062,2,25,Female,Biological parent,28,Female,Biological parent,31,Female,Biological parent
PE161062,3,0,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE161063,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161063,1,31,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE161063,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161063,16,37,Male,Biological parent,46,Male,Biological parent,48,Male,Biological parent
PE161063,17,2,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE161063,18,,,,1,Male,Brother/sister,5,Male,Brother/sister
PE161064,0,4,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE161064,1,53,Male,Biological parent,56,Male,Biological parent,61,Male,Biological parent
PE161064,2,50,Female,Biological parent,53,Female,Biological parent,57,Female,Biological parent
PE161064,3,26,Male,Brother/sister,,,,,Male,
PE161064,4,23,Female,Brother/sister,26,Female,Brother/sister,30,Female,Brother/sister
PE161064,5,18,Female,Brother/sister,,,,,Female,
PE161064,6,14,Male,Brother/sister,,,,,Male,
PE161064,7,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161064,8,3,Male,Nephew/Niece,6,Male,Nephew/Niece,10,Male,Nephew/Niece
PE161064,9,2,Female,Nephew/Niece,,,,,Female,
PE161064,10,21,Male,Brother/sister-in-law,,,,,Male,
PE161064,11,,,,,,,2,Female,Nephew/Niece
PE161065,0,4,Male,YL Child,8,Male,YL Child,11,Male,YL Child
PE161065,1,35,Male,Biological parent,40,Male,Biological parent,44,Male,Biological parent
PE161065,2,33,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE161065,3,14,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE161065,4,12,Male,Brother/sister,14,Male,Brother/sister,19,Male,Brother/sister
PE161065,5,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE161065,15,7,Male,Brother/sister,10,Male,Brother/sister,17,Male,Brother/sister
PE161066,0,4,Male,YL Child,8,Male,YL Child,11,Male,YL Child
PE161066,1,25,Male,Biological parent,28,Male,Biological parent,31,Male,Biological parent
PE161066,2,28,Female,Biological parent,30,Female,Biological parent,36,Female,Biological parent
PE161066,15,6,Male,Brother/sister,9,Male,Brother/sister,12,Male,Brother/sister
PE161066,16,18,Male,Uncle/Aunt,,,,,Male,
PE161066,17,,,,2,Male,Brother/sister,5,Male,Brother/sister
PE161067,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161067,1,31,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE161067,2,23,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE161067,3,8,Male,Half-sibling (same mother),11,Male,Half-sibling (same mother),15,Male,Half-sibling (same mother)
PE161067,4,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161067,5,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE161068,0,5,Male,YL Child,8,Male,YL Child,11,Male,YL Child
PE161068,1,25,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE161068,2,24,Female,Biological parent,25,Female,Biological parent,31,Female,Biological parent
PE161068,3,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE161069,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161069,1,49,Male,Biological parent,52,Male,Biological parent,56,Male,Biological parent
PE161069,2,48,Female,Biological parent,50,Female,Biological parent,54,Female,Biological parent
PE161069,3,22,Male,Half-sibling (same mother),,,,,Male,
PE161069,4,21,Male,Half-sibling (same mother),,,,,Male,
PE161069,5,18,Female,Half-sibling (same mother),,,,24,Female,Half-sibling (same mother)
PE161069,6,15,Male,Half-sibling (same mother),18,Male,Half-sibling (same mother),22,Male,Half-sibling (same mother)
PE161069,7,13,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161069,8,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE161069,15,8,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE161070,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161070,1,25,Female,Biological parent,29,Female,Biological parent,32,Female,Biological parent
PE161070,2,69,Male,Maternal grandparent,,,,,Male,
PE161070,3,21,Female,Uncle/Aunt,,,,,Female,
PE161070,4,26,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE161070,5,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161070,6,0,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE161071,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161071,1,30,Male,Biological parent,31,Male,Biological parent,35,Male,Biological parent
PE161071,2,31,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE161071,3,14,Female,Brother/sister,17,Female,Brother/sister,21,Female,Half-sibling (same mother)
PE161071,15,6,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE161071,16,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE161071,17,1,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE161071,18,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE161071,19,,,,,,,0,Female,Brother/sister
PE161072,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161072,1,22,Female,Biological parent,24,Female,Biological parent,29,Female,Biological parent
PE161072,2,61,Male,Maternal grandparent,74,Male,Maternal grandparent,67,Male,Maternal grandparent
PE161072,3,39,Female,Uncle/Aunt,43,Female,Uncle/Aunt,47,Female,Uncle/Aunt
PE161072,4,60,Female,Maternal grandparent,73,Female,Maternal grandparent,66,Female,Maternal grandparent
PE161072,5,29,Male,Uncle/Aunt,,,,,Male,
PE161072,6,25,Male,Uncle/Aunt,29,Male,Uncle/Aunt,33,Male,Uncle/Aunt
PE161072,7,18,Female,Uncle/Aunt,21,Female,Uncle/Aunt,25,Female,Uncle/Aunt
PE161073,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161073,1,41,Female,Biological parent,42,Female,Biological parent,46,Female,Biological parent
PE161073,2,12,Male,Brother/sister,,,,22,Male,Half-sibling (same mother)
PE161073,3,11,Male,Brother/sister,13,Male,Brother/sister,17,Male,Half-sibling (same mother)
PE161073,4,17,Female,Cousin,,,,,Female,Nephew/Niece
PE161073,5,,,,18,Male,Half-sibling (same mother),,,
PE161074,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161074,1,35,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE161074,2,74,Female,Maternal grandparent,77,Female,Maternal grandparent,81,Female,Maternal grandparent
PE161074,3,24,Male,Cousin,,,,,Female,Cousin
PE161074,4,17,Female,Half-sibling (same mother),,,,,Female,Half-sibling (same mother)
PE161074,5,22,Male,Cousin,,,,8,Male,Cousin
PE161075,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161075,1,43,Male,Biological parent,46,Male,Biological parent,54,Male,Biological parent
PE161075,2,42,Female,Biological parent,45,Female,Biological parent,51,Female,Biological parent
PE161075,3,21,Male,Brother/sister,,,,21,Male,Brother/sister
PE161075,4,16,Male,Brother/sister,,,,20,Male,Brother/sister
PE161075,5,13,Male,Brother/sister,17,Male,Brother/sister,19,Male,Brother/sister
PE161075,6,12,Female,Brother/sister,,,,22,Female,Brother/sister
PE161075,7,10,Female,Brother/sister,,,,19,Female,Brother/sister
PE161075,8,,Female,Paternal grandparent,,,,82,Female,Paternal grandparent
PE161075,9,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161075,10,0,Male,Brother/sister,3,Male,Brother/sister,6,Male,Brother/sister
PE161075,11,19,Female,Other relative,,,,24,Female,Other relative
PE161075,12,,,,,,,2,Male,Nephew/Niece
PE161076,0,4,Female,YL Child,7,Female,YL Child,10,Female,YL Child
PE161076,1,26,Male,Biological parent,28,Male,Biological parent,32,Male,Biological parent
PE161076,2,23,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE161076,3,102,Female,Great grandparent (Father's side),,,,,Female,Great grandparent (Father's side)
PE161076,4,45,Female,Paternal grandparent,,,,,Female,Paternal grandparent
PE161076,5,22,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161076,6,19,Male,Uncle/Aunt,22,Male,Uncle/Aunt,26,Male,Uncle/Aunt
PE161076,7,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE161076,8,,,,,,,1,Male,Brother/sister
PE161077,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161077,1,25,Male,Biological parent,28,Male,Biological parent,31,Male,Biological parent
PE161077,2,22,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE161077,3,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE161078,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161078,1,63,Male,Biological parent,,,,,Male,Biological parent
PE161078,2,44,Female,Biological parent,,,,,Female,Biological parent
PE161078,3,16,Male,Half-sibling (same mother),,,,,Male,Half-sibling (same mother)
PE161078,4,12,Male,Brother/sister,,,,,Male,Brother/sister
PE161078,5,10,Male,Brother/sister,,,,,Male,Brother/sister
PE161078,6,19,Female,Half-sibling (same mother),,,,,Female,Half-sibling (same mother)
PE161078,7,3,Female,Brother/sister,,,,,Female,Brother/sister
PE161078,8,2,Male,Nephew/Niece,,,,,Male,Nephew/Niece
PE161078,9,0,Male,Nephew/Niece,,,,,Male,Nephew/Niece
PE161078,10,,,,,Female,"Other, unrelated",,Female,"Other, unrelated"
PE161078,11,,,,37,Female,"Other, unrelated",41,Female,"Other, unrelated"
PE161078,12,,,,,,,34,Male,"Other, unrelated"
PE161079,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161079,1,26,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE161079,2,24,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE161079,3,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE161080,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161080,1,28,Male,Biological parent,32,Male,Biological parent,35,Male,Biological parent
PE161080,2,26,Female,Biological parent,30,Female,Biological parent,33,Female,Biological parent
PE161080,3,10,Male,Half-sibling (same mother),13,Male,Half-sibling (same mother),17,Male,Half-sibling (same mother)
PE161080,4,1,Male,Brother/sister,5,Male,Brother/sister,8,Male,Brother/sister
PE161080,5,,,,,,,1,Female,Brother/sister
PE161081,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161081,1,37,Male,Biological parent,39,Male,Biological parent,44,Male,Biological parent
PE161081,2,31,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE161081,3,56,Female,Maternal grandparent,,,,,Female,Paternal grandparent
PE161081,4,31,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161081,5,24,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE161081,6,32,Female,Uncle/Aunt,,,,,Female,Brother/sister-in-law
PE161081,7,12,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161081,8,10,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE161081,15,8,Female,Brother/sister,8,Female,Brother/sister,12,Female,Brother/sister
PE161081,16,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161081,17,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE161081,18,,,,,,,2,Female,Nephew/Niece
PE161082,0,5,Female,YL Child,8,Female,YL Child,11,Female,YL Child
PE161082,1,28,Male,Biological parent,31,Male,Biological parent,36,Male,Biological parent
PE161082,2,22,Female,Biological parent,26,Female,Biological parent,32,Female,Biological parent
PE161082,3,49,Female,Maternal grandparent,52,Female,Maternal grandparent,56,Female,Maternal grandparent
PE161082,4,18,Male,Uncle/Aunt,21,Male,Uncle/Aunt,25,Male,Uncle/Aunt
PE161082,5,12,Male,Uncle/Aunt,16,Male,Uncle/Aunt,20,Male,Uncle/Aunt
PE161082,6,7,Female,Uncle/Aunt,10,Female,Uncle/Aunt,14,Female,Uncle/Aunt
PE161082,7,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161082,8,,,,70,Male,"Other, unrelated",74,Male,"Other, unrelated"
PE161082,9,,,,,,,5,Female,Brother/sister
PE161082,10,,,,,,,3,Male,Half-sibling (same mother)
PE161083,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161083,1,29,Male,Biological parent,32,Male,Biological parent,37,Male,Biological parent
PE161083,2,32,Female,Biological parent,35,Female,Biological parent,38,Female,Biological parent
PE161083,3,10,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE161083,4,16,Male,Uncle/Aunt,,,,,Male,
PE161083,15,7,Female,Brother/sister,10,Female,Brother/sister,13,Female,Brother/sister
PE161083,16,0,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE161084,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161084,1,33,Male,Biological parent,36,Male,Biological parent,40,Male,Biological parent
PE161084,2,36,Female,Biological parent,39,Female,Biological parent,41,Female,Biological parent
PE161084,3,12,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE161084,4,11,Female,Brother/sister,14,Female,Brother/sister,17,Female,Brother/sister
PE161084,5,9,Female,Brother/sister,12,Female,Brother/sister,15,Female,Brother/sister
PE161084,6,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE161085,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161085,1,34,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE161085,2,29,Female,Biological parent,32,Female,Biological parent,34,Female,Biological parent
PE161085,3,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE161085,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161085,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161086,0,4,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE161086,1,31,Male,Biological parent,34,Male,Biological parent,38,Male,Biological parent
PE161086,2,35,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE161086,3,3,Male,Brother/sister,6,Male,Brother/sister,11,Male,Brother/sister
PE161086,4,,,,,,,1,Female,Brother/sister
PE161087,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161087,1,35,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE161087,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE161087,3,16,Female,Brother/sister,,,,,Female,Brother/sister
PE161087,4,11,Male,Brother/sister,,,,,,Brother/sister
PE161087,5,9,Male,Brother/sister,,,,,,Brother/sister
PE161087,15,7,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE161088,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161088,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE161088,2,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE161088,3,59,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE161088,4,28,Male,Uncle/Aunt,,,,,Male,Maternal grandparent
PE161088,15,6,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE161088,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161089,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161089,1,38,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE161089,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE161089,3,63,Female,Paternal grandparent,67,Female,Paternal grandparent,71,Female,Paternal grandparent
PE161089,15,7,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE161090,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161090,1,31,Male,Biological parent,34,Male,Biological parent,40,Male,Biological parent
PE161090,2,33,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE161090,3,13,Female,Brother/sister,15,Female,Brother/sister,20,Female,Brother/sister
PE161090,4,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE161090,5,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161091,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161091,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE161091,2,34,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE161091,3,17,Female,Brother/sister,21,Female,Brother/sister,25,Female,Brother/sister
PE161091,4,16,Male,Brother/sister,18,Male,Brother/sister,22,Male,Brother/sister
PE161091,5,15,Female,Brother/sister,17,Female,Brother/sister,21,Female,Brother/sister
PE161091,6,13,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE161091,7,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161091,15,6,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE161091,16,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE161091,17,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE161091,18,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE161092,0,4,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE161092,1,48,Male,Biological parent,50,Male,Biological parent,54,Male,Biological parent
PE161092,2,49,Female,Biological parent,52,Female,Biological parent,56,Female,Biological parent
PE161092,3,23,Male,Brother/sister,27,Male,Brother/sister,31,Male,Brother/sister
PE161092,4,19,Male,Brother/sister,23,Male,Brother/sister,27,Male,Brother/sister
PE161092,5,11,Male,Brother/sister,15,Male,Brother/sister,19,Male,Brother/sister
PE161092,15,8,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE161092,16,6,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE161093,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE161093,1,39,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE161093,2,40,Female,Biological parent,41,Female,Biological parent,45,Female,Biological parent
PE161093,3,18,Male,Brother/sister,,,,,Male,
PE161093,4,16,Male,Brother/sister,,,,,Male,
PE161093,5,11,Female,Brother/sister,,,,,Female,
PE161093,6,16,Female,Brother/sister-in-law,,,,,Female,
PE161094,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161094,1,29,Male,Biological parent,32,Male,Biological parent,36,Male,Biological parent
PE161094,2,24,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE161094,15,7,Male,Brother/sister,9,Male,Brother/sister,13,Male,Brother/sister
PE161094,16,2,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE161094,17,0,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE161095,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161095,1,32,Male,Biological parent,34,Male,Biological parent,40,Male,Biological parent
PE161095,2,34,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE161095,3,12,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE161095,4,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE161095,5,,,,,,,2,Female,Brother/sister
PE161096,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161096,1,42,Male,Biological parent,48,Male,Biological parent,49,Male,Biological parent
PE161096,2,34,Female,Biological parent,37,Female,Biological parent,41,Female,Biological parent
PE161096,3,16,Male,Brother/sister,,,,,Male,
PE161096,4,15,Female,Brother/sister,,,,,Female,
PE161096,15,7,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE161096,16,2,Female,Brother/sister,5,Female,Brother/sister,8,Female,Brother/sister
PE161096,17,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE161096,18,,,,,,,0,Female,Brother/sister
PE161097,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE161097,1,35,Male,Biological parent,38,Male,Biological parent,41,Male,Biological parent
PE161097,2,28,Female,Biological parent,30,Female,Biological parent,35,Female,Biological parent
PE161097,3,56,Female,Paternal grandparent,,,,58,Female,Paternal grandparent
PE161097,4,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE161098,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161098,1,30,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE161098,2,31,Female,Biological parent,34,Female,Biological parent,37,Female,Biological parent
PE161098,3,11,Female,Brother/sister,14,Female,Brother/sister,19,Female,Brother/sister
PE161098,4,9,Male,Brother/sister,12,Male,Brother/sister,17,Male,Brother/sister
PE161098,15,7,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE161098,16,,,,,,,3,Male,Brother/sister
PE161099,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE161099,1,39,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE161099,2,40,Female,Biological parent,42,Female,Biological parent,45,Female,Biological parent
PE161099,3,20,Male,Brother/sister,,,,,Male,Brother/sister
PE161099,4,18,Male,Brother/sister,20,Male,Brother/sister,24,Male,Brother/sister
PE161099,5,17,Female,Brother/sister,19,Female,Brother/sister,23,Female,Brother/sister
PE161099,6,15,Female,Brother/sister,17,Female,Brother/sister,21,Female,Brother/sister
PE161099,7,12,Female,Brother/sister,16,Female,Brother/sister,20,Female,Brother/sister
PE161099,8,8,Male,Brother/sister,11,Male,Brother/sister,14,Male,Brother/sister
PE161099,15,7,Female,Brother/sister,10,Female,Brother/sister,13,Female,Brother/sister
PE161099,16,2,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
