hhid,roster_id,age,sex,mother_id,education_complete,current_grade
4312,3,18,Mujer,1,beyond secondary,11
4312,4,7,Mujer,1,beyond secondary,3
4313,1,69,Hombre,,beyond secondary,
4313,2,56,Mujer,,beyond secondary,
4313,3,24,Hombre,2,beyond secondary,
4314,1,52,Mujer,,beyond secondary,
4314,3,69,Hombre,,beyond secondary,
4315,1,31,Hombre,,beyond secondary,1
4315,2,28,Mujer,,beyond secondary,2
4315,3,9,Hombre,2,beyond secondary,4
4316,1,65,Mujer,,beyond secondary,
4316,2,75,Hombre,,beyond secondary,
4317,1,56,Hombre,,beyond secondary,
4317,2,50,Mujer,,beyond secondary,
4317,4,16,Hombre,2,beyond secondary,10
4318,1,57,Mujer,,beyond secondary,
4318,2,75,Hombre,,beyond secondary,
4318,3,14,Hombre,1,beyond secondary,9
4319,1,59,Hombre,,beyond secondary,
4320,2,61,Mujer,,beyond secondary,
4319,2,46,Mujer,,beyond secondary,12
4319,3,22,Mujer,2,beyond secondary,13
4320,3,33,Hombre,2,beyond secondary,13
4319,4,20,Mujer,2,beyond secondary,15
4320,4,23,Mujer,2,beyond secondary,
4319,5,5,Hombre,3,beyond secondary,
4320,5,32,Hombre,,beyond secondary,
4320,6,3,Mujer,4,beyond secondary,
4321,1,56,Hombre,,beyond secondary,
4321,2,52,Mujer,,beyond secondary,
4321,4,12,Hombre,2,beyond secondary,7
4322,1,54,Mujer,,beyond secondary,
4322,2,13,Hombre,1,beyond secondary,8
4323,1,52,Mujer,,beyond secondary,
4323,3,71,Hombre,,beyond secondary,
4324,1,75,Hombre,,beyond secondary,
4324,2,70,Mujer,,beyond secondary,
4324,3,46,Hombre,2,beyond secondary,
4325,1,68,Mujer,,beyond secondary,
4325,2,39,Hombre,1,beyond secondary,
4325,3,36,Hombre,1,beyond secondary,
4326,1,59,Mujer,,beyond secondary,
4326,3,29,Mujer,1,beyond secondary,
4327,1,38,Hombre,,beyond secondary,
4327,2,28,Mujer,,beyond secondary,
4327,3,6,Hombre,2,beyond secondary,1
4328,1,44,Mujer,,beyond secondary,
4328,2,20,Mujer,1,beyond secondary,14
4329,1,45,Mujer,,beyond secondary,
4329,4,20,Hombre,1,beyond secondary,
4329,5,19,Hombre,1,beyond secondary,
4329,6,18,Mujer,1,beyond secondary,
4329,7,17,Hombre,1,beyond secondary,
4329,8,12,Mujer,1,beyond secondary,2
4329,9,9,Mujer,1,beyond secondary,4
4329,10,7,Mujer,1,beyond secondary,1
4329,11,1,Hombre,6,beyond secondary,
4329,12,20,Hombre,,beyond secondary,
4330,1,34,Mujer,,beyond secondary,
4330,3,15,Mujer,1,beyond secondary,10
4330,4,15,Mujer,1,beyond secondary,10
4330,5,1,Mujer,1,beyond secondary,
4331,1,37,Hombre,,beyond secondary,
4331,2,35,Mujer,,beyond secondary,
4331,3,13,Mujer,2,beyond secondary,8
4332,1,28,Hombre,,beyond secondary,
4332,2,25,Mujer,,beyond secondary,
4332,3,7,Mujer,2,beyond secondary,2
4332,4,5,Mujer,2,beyond secondary,
4332,5,2,Hombre,2,beyond secondary,
4333,1,53,Hombre,,beyond secondary,
4333,2,44,Mujer,,beyond secondary,
4333,3,20,Mujer,2,beyond secondary,
4333,4,18,Hombre,2,beyond secondary,
4334,1,53,Mujer,,beyond secondary,
4335,3,24,Mujer,,beyond secondary,
4335,4,6,Mujer,3,beyond secondary,2
4334,5,8,Hombre,,beyond secondary,3
4334,6,6,Mujer,,beyond secondary,1
4335,7,23,Hombre,,beyond secondary,1
4334,8,43,Hombre,,beyond secondary,
4336,2,54,Mujer,,beyond secondary,
4337,3,29,Mujer,,beyond secondary,
4337,4,11,Hombre,3,beyond secondary,2
4337,5,9,Mujer,3,beyond secondary,4
4337,6,41,Hombre,,beyond secondary,
4337,8,13,Hombre,,beyond secondary,7
4338,1,46,Mujer,,beyond secondary,
4338,2,42,Hombre,,beyond secondary,
4338,3,30,Hombre,1,beyond secondary,
4338,5,16,Mujer,1,beyond secondary,11
4338,6,11,Hombre,1,beyond secondary,5
4339,1,60,Hombre,,beyond secondary,
4339,2,68,Mujer,,beyond secondary,
4339,3,36,Hombre,2,beyond secondary,
4339,4,15,Mujer,,beyond secondary,10
4339,5,11,Hombre,,beyond secondary,7
4339,6,12,Mujer,,beyond secondary,8
4340,1,46,Hombre,,beyond secondary,
4340,2,44,Mujer,,beyond secondary,
4340,3,19,Mujer,2,beyond secondary,12
4340,4,16,Hombre,2,beyond secondary,11
4341,1,31,Hombre,,beyond secondary,
4341,2,29,Mujer,3,beyond secondary,
4341,3,69,Mujer,,beyond secondary,
4341,4,6,Mujer,2,beyond secondary,1
4342,1,43,Hombre,,beyond secondary,
4342,2,32,Mujer,,beyond secondary,
4342,3,12,Hombre,2,beyond secondary,7
4343,1,36,Mujer,,beyond secondary,
4343,3,17,Mujer,1,beyond secondary,9
4343,4,12,Mujer,1,beyond secondary,6
4344,1,62,Mujer,,beyond secondary,
4344,2,39,Hombre,1,beyond secondary,
4344,3,18,Hombre,,beyond secondary,
4344,5,15,Mujer,,beyond secondary,
4344,6,14,Hombre,,beyond secondary,6
4344,7,26,Hombre,1,beyond secondary,
4344,11,4,Hombre,12,beyond secondary,
4344,12,22,Mujer,,beyond secondary,
4344,13,40,Hombre,1,beyond secondary,14
4344,14,7,Hombre,16,beyond secondary,2
4344,15,5,Mujer,16,beyond secondary,
4344,16,30,Mujer,,beyond secondary,
4345,1,66,Hombre,,beyond secondary,
4345,2,57,Mujer,,beyond secondary,
4345,4,10,Hombre,,beyond secondary,4
4346,1,43,Mujer,,beyond secondary,
4346,2,24,Hombre,1,beyond secondary,15
4346,3,22,Mujer,1,beyond secondary,13
4346,4,21,Mujer,1,beyond secondary,
4346,5,18,Mujer,1,beyond secondary,12
4347,1,75,Hombre,,beyond secondary,
4348,1,29,Hombre,,beyond secondary,13
4348,3,32,Hombre,,beyond secondary,
4349,1,37,Hombre,,beyond secondary,
4350,2,26,Mujer,,beyond secondary,16
4350,3,7,Hombre,2,beyond secondary,1
4349,5,29,Mujer,,beyond secondary,12
4349,6,0,Mujer,5,beyond secondary,
4349,7,10,Hombre,5,beyond secondary,4
4351,1,50,Mujer,,beyond secondary,
4351,2,24,Hombre,1,beyond secondary,
4352,7,36,Mujer,,beyond secondary,
4352,8,19,Mujer,7,beyond secondary,
4352,9,15,Mujer,7,beyond secondary,9
4352,10,2,Hombre,7,beyond secondary,
4352,11,0,Hombre,8,beyond secondary,
4353,1,60,Mujer,,beyond secondary,
4354,1,37,Mujer,3,beyond secondary,
4354,3,80,Mujer,,beyond secondary,
4354,5,45,Hombre,,beyond secondary,
4354,6,42,Mujer,3,beyond secondary,
4354,7,21,Hombre,6,beyond secondary,
4354,8,8,Hombre,6,beyond secondary,3
4355,2,42,Mujer,,beyond secondary,
4355,3,11,Mujer,2,beyond secondary,6
4356,3,10,Mujer,,beyond secondary,5
4356,4,54,Hombre,,beyond secondary,
4356,5,52,Mujer,,beyond secondary,
4357,2,52,Mujer,,beyond secondary,
4357,3,21,Hombre,2,beyond secondary,
4358,1,42,Mujer,,beyond secondary,
4358,2,13,Hombre,1,beyond secondary,7
4358,8,38,Hombre,,beyond secondary,
4359,1,57,Hombre,,beyond secondary,
4359,2,56,Mujer,,beyond secondary,
4359,3,15,Mujer,,beyond secondary,
4360,1,42,Mujer,,beyond secondary,
4360,3,18,Mujer,1,beyond secondary,
4360,4,12,Hombre,1,beyond secondary,
4360,8,21,Hombre,1,beyond secondary,
4361,1,33,Mujer,,beyond secondary,
4361,2,10,Mujer,1,beyond secondary,3
4361,3,8,Mujer,1,beyond secondary,3
4361,6,57,Hombre,,beyond secondary,
4361,7,5,Hombre,1,beyond secondary,
4361,8,86,Mujer,,beyond secondary,
4361,9,52,Mujer,8,beyond secondary,
4362,1,48,Hombre,,beyond secondary,
4362,4,20,Mujer,,beyond secondary,12
4362,7,2,Hombre,,beyond secondary,
4362,8,0,Mujer,4,beyond secondary,
4363,1,40,Hombre,,beyond secondary,
4363,2,13,Mujer,,beyond secondary,5
4363,3,34,Mujer,,beyond secondary,
4363,4,3,Hombre,3,beyond secondary,
4363,5,3,Hombre,3,beyond secondary,
4364,1,38,Mujer,,beyond secondary,
4364,2,14,Mujer,1,beyond secondary,9
4364,5,46,Hombre,,beyond secondary,
4364,6,1,Mujer,1,beyond secondary,
4365,1,43,Mujer,,beyond secondary,
4365,2,44,Hombre,,beyond secondary,
4365,3,17,Hombre,1,beyond secondary,12
4365,4,10,Hombre,1,beyond secondary,5
4365,5,4,Mujer,1,beyond secondary,
4366,1,58,Mujer,,beyond secondary,
4366,2,32,Mujer,1,beyond secondary,
4367,1,30,Hombre,,beyond secondary,
4367,2,27,Mujer,4,beyond secondary,
4367,3,3,Mujer,2,beyond secondary,
4367,4,58,Mujer,,beyond secondary,
4368,1,65,Hombre,,beyond secondary,
4368,3,23,Hombre,,beyond secondary,15
4368,5,83,Mujer,,beyond secondary,
4369,1,53,Hombre,,beyond secondary,
4369,2,47,Mujer,,beyond secondary,
4370,1,53,Hombre,,beyond secondary,
4370,2,54,Mujer,,beyond secondary,
4371,1,40,Mujer,,beyond secondary,
4372,1,57,Hombre,,beyond secondary,
4372,2,55,Mujer,,beyond secondary,
4372,3,24,Hombre,2,beyond secondary,
4372,4,19,Mujer,2,beyond secondary,13
4373,1,58,Hombre,,beyond secondary,
4373,2,54,Mujer,,beyond secondary,
4373,5,19,Hombre,2,beyond secondary,
4374,1,27,Hombre,,beyond secondary,
4374,2,26,Mujer,,beyond secondary,
4374,3,7,Hombre,2,beyond secondary,1
4374,4,6,Hombre,2,beyond secondary,1
4374,5,5,Hombre,2,beyond secondary,
4375,1,28,Mujer,,beyond secondary,
4375,2,12,Hombre,1,beyond secondary,7
4375,3,8,Mujer,1,beyond secondary,3
4375,4,6,Hombre,1,beyond secondary,1
4375,5,36,Hombre,,beyond secondary,
4375,6,4,Hombre,1,beyond secondary,
4375,8,0,Mujer,1,beyond secondary,
4376,1,38,Mujer,,beyond secondary,
4376,2,36,Hombre,,beyond secondary,
4376,3,18,Hombre,1,beyond secondary,11
4377,1,38,Hombre,,beyond secondary,
4378,2,36,Mujer,,beyond secondary,
4378,3,17,Mujer,2,beyond secondary,1
4378,4,14,Mujer,2,beyond secondary,9
4378,5,11,Hombre,2,beyond secondary,4
4378,6,7,Mujer,2,beyond secondary,1
4379,1,30,Hombre,,beyond secondary,
4379,2,26,Mujer,,beyond secondary,
4379,3,11,Hombre,2,beyond secondary,7
4379,4,9,Hombre,2,beyond secondary,4
4379,5,7,Mujer,2,beyond secondary,2
4380,1,40,Mujer,,beyond secondary,
4380,2,50,Hombre,,beyond secondary,
4380,4,20,Mujer,1,beyond secondary,
4380,5,16,Hombre,1,beyond secondary,
4380,6,12,Mujer,1,beyond secondary,5
4380,7,10,Mujer,1,beyond secondary,4
4380,8,7,Hombre,1,beyond secondary,2
4380,9,5,Hombre,1,beyond secondary,
4380,10,18,Mujer,,beyond secondary,
4380,12,2,Mujer,10,beyond secondary,
4381,1,38,Hombre,,beyond secondary,
4381,2,32,Mujer,,beyond secondary,
4381,3,15,Hombre,2,beyond secondary,8
4381,4,10,Hombre,2,beyond secondary,4
4381,5,7,Hombre,2,beyond secondary,2
4382,1,35,Hombre,,beyond secondary,
4382,2,43,Mujer,,beyond secondary,
4382,4,12,Hombre,2,beyond secondary,7
4382,5,10,Hombre,2,beyond secondary,5
4382,6,6,Mujer,2,beyond secondary,0
4383,1,38,Hombre,,beyond secondary,
4383,2,35,Mujer,,beyond secondary,12
4383,3,11,Mujer,2,beyond secondary,6
4384,1,43,Hombre,,beyond secondary,
4384,2,46,Mujer,,beyond secondary,
4384,3,21,Hombre,2,beyond secondary,
4384,4,17,Mujer,2,beyond secondary,
4384,5,16,Hombre,2,beyond secondary,11
4385,1,61,Mujer,,beyond secondary,
4386,1,39,Hombre,,beyond secondary,
4386,2,30,Mujer,10,beyond secondary,
4386,3,7,Mujer,2,beyond secondary,2
4386,7,3,Mujer,2,beyond secondary,
4386,8,3,Hombre,2,beyond secondary,
4386,9,57,Hombre,,beyond secondary,
4386,10,51,Mujer,,beyond secondary,
4386,11,14,Hombre,,beyond secondary,7
4386,12,35,Mujer,10,beyond secondary,
4386,13,19,Hombre,12,beyond secondary,
4386,14,15,Hombre,12,beyond secondary,11
4386,15,11,Hombre,12,beyond secondary,5
4386,16,18,Hombre,10,beyond secondary,
4387,1,69,Hombre,,beyond secondary,
4387,2,63,Mujer,,beyond secondary,
4387,3,25,Mujer,2,beyond secondary,
4387,4,5,Mujer,3,beyond secondary,
4387,5,27,Hombre,2,beyond secondary,
4388,1,55,Mujer,,beyond secondary,
4388,2,15,Hombre,1,beyond secondary,10
4389,1,49,Mujer,,beyond secondary,
4389,2,45,Hombre,,beyond secondary,
4389,3,20,Hombre,,beyond secondary,12
4389,4,15,Hombre,1,beyond secondary,10
4389,5,9,Mujer,1,beyond secondary,4
4390,1,51,Mujer,4,beyond secondary,
4390,3,21,Hombre,1,beyond secondary,13
4390,4,89,Mujer,,beyond secondary,
4391,1,51,Mujer,,beyond secondary,
4391,3,20,Mujer,1,beyond secondary,13
4391,9,1,Hombre,3,beyond secondary,
4392,1,65,Mujer,,beyond secondary,
4392,2,19,Hombre,,beyond secondary,
4393,1,57,Mujer,,beyond secondary,1
4393,3,25,Mujer,1,beyond secondary,
4394,1,51,Hombre,,beyond secondary,
4394,2,46,Mujer,,beyond secondary,
4394,3,22,Mujer,2,beyond secondary,16
4394,4,15,Mujer,2,beyond secondary,9
4395,1,65,Hombre,,beyond secondary,
4395,2,60,Mujer,,beyond secondary,
4395,3,32,Hombre,2,beyond secondary,
4395,4,17,Mujer,,beyond secondary,12
4395,5,10,Mujer,,beyond secondary,4
4396,1,54,Mujer,,beyond secondary,
4396,2,60,Hombre,,beyond secondary,
4396,3,31,Hombre,1,beyond secondary,
4397,4,25,Mujer,,beyond secondary,
4397,5,7,Mujer,4,beyond secondary,2
4397,7,29,Hombre,,beyond secondary,
4397,8,1,Mujer,4,beyond secondary,
4398,1,47,Hombre,,beyond secondary,
4398,2,40,Mujer,,beyond secondary,
4398,3,23,Mujer,,beyond secondary,
4398,4,21,Mujer,2,beyond secondary,12
4398,5,18,Mujer,2,beyond secondary,
4398,6,16,Mujer,2,beyond secondary,10
4399,1,33,Hombre,,beyond secondary,
4399,2,22,Mujer,,beyond secondary,
4399,3,8,Hombre,2,beyond secondary,2
4399,5,3,Mujer,2,beyond secondary,
4399,6,5,Mujer,2,beyond secondary,
4400,1,32,Hombre,,beyond secondary,
4400,3,22,Mujer,,beyond secondary,8
4400,4,4,Hombre,3,beyond secondary,
4400,5,24,Mujer,,beyond secondary,
4401,1,27,Hombre,,beyond secondary,
4401,2,26,Mujer,,beyond secondary,
4401,3,7,Mujer,2,beyond secondary,1
4401,5,5,Mujer,2,beyond secondary,
4401,6,4,Hombre,2,beyond secondary,
4402,2,44,Hombre,,beyond secondary,
4402,9,38,Mujer,,beyond secondary,
4402,10,19,Mujer,9,beyond secondary,12
4403,3,15,Hombre,7,beyond secondary,10
4403,4,14,Hombre,7,beyond secondary,7
4403,6,34,Hombre,,beyond secondary,
4403,7,40,Mujer,,beyond secondary,
4403,8,8,Hombre,,beyond secondary,3
4404,1,62,Mujer,,beyond secondary,
4404,2,66,Hombre,,beyond secondary,
4405,3,33,Hombre,,beyond secondary,
4405,4,29,Mujer,,beyond secondary,
4405,5,7,Hombre,4,beyond secondary,2
4405,6,5,Mujer,4,beyond secondary,
4406,1,58,Hombre,,beyond secondary,
4406,2,56,Mujer,,beyond secondary,
4407,1,48,Mujer,,beyond secondary,
4408,1,59,Hombre,2,beyond secondary,
4408,2,86,Mujer,,beyond secondary,
4408,3,58,Hombre,2,beyond secondary,
4409,1,62,Hombre,,beyond secondary,
4409,2,60,Mujer,,beyond secondary,
4409,3,41,Mujer,,beyond secondary,
4409,4,11,Hombre,3,beyond secondary,5
4409,6,38,Mujer,2,beyond secondary,
4409,7,47,Hombre,,beyond secondary,
4409,8,31,Mujer,2,beyond secondary,
4409,9,2,Mujer,8,beyond secondary,
4410,1,58,Mujer,,beyond secondary,
4410,4,76,Mujer,,beyond secondary,
4410,5,65,Mujer,,beyond secondary,
4410,6,44,Hombre,,beyond secondary,
4410,7,76,Mujer,,beyond secondary,
4411,1,29,Hombre,,beyond secondary,
4411,3,22,Mujer,,beyond secondary,
4412,1,53,Hombre,,beyond secondary,
4412,2,53,Mujer,,beyond secondary,
4412,3,33,Hombre,2,beyond secondary,
4412,5,8,Mujer,,beyond secondary,3
4412,6,26,Hombre,2,beyond secondary,
4413,1,36,Mujer,2,beyond secondary,
4413,2,59,Mujer,,beyond secondary,
4413,4,27,Hombre,,beyond secondary,
4414,1,31,Mujer,,beyond secondary,
4414,2,9,Mujer,1,beyond secondary,4
4414,3,8,Mujer,1,beyond secondary,1
4414,9,14,Hombre,1,beyond secondary,
4414,10,20,Mujer,,beyond secondary,
4414,11,1,Hombre,10,beyond secondary,
4415,1,53,Hombre,2,beyond secondary,
4415,2,77,Mujer,,beyond secondary,
4415,4,44,Mujer,2,beyond secondary,
4415,5,43,Hombre,,beyond secondary,
4416,1,37,Hombre,,beyond secondary,
4416,2,36,Mujer,,beyond secondary,
4416,3,19,Mujer,2,beyond secondary,
4416,4,16,Mujer,2,beyond secondary,11
4417,1,54,Hombre,,beyond secondary,
4417,2,39,Mujer,,beyond secondary,
4417,3,15,Hombre,2,beyond secondary,10
4417,4,14,Mujer,2,beyond secondary,9
4418,1,69,Mujer,,beyond secondary,
4418,2,71,Hombre,,beyond secondary,
4418,3,42,Hombre,1,beyond secondary,
4419,1,46,Hombre,,beyond secondary,
4419,2,38,Mujer,,beyond secondary,
4419,3,19,Mujer,2,beyond secondary,13
4420,1,27,Mujer,,beyond secondary,
4420,2,26,Hombre,,beyond secondary,
4420,3,11,Mujer,1,beyond secondary,4
4421,4,9,Mujer,,beyond secondary,4
4420,5,5,Mujer,1,beyond secondary,
4421,5,66,Mujer,,beyond secondary,
4421,7,10,Hombre,,beyond secondary,4
4422,1,61,Hombre,,beyond secondary,
4422,2,59,Mujer,,beyond secondary,
4423,1,67,Hombre,,beyond secondary,
4423,2,63,Mujer,,beyond secondary,
4424,1,60,Hombre,,beyond secondary,
4425,2,57,Mujer,,beyond secondary,
4425,5,27,Mujer,2,beyond secondary,
4425,6,35,Hombre,,beyond secondary,
4425,7,16,Hombre,,beyond secondary,
4426,1,40,Hombre,,beyond secondary,
4426,2,41,Mujer,,beyond secondary,
4426,3,17,Hombre,2,beyond secondary,8
4426,4,14,Hombre,2,beyond secondary,7
4426,5,13,Mujer,2,beyond secondary,7
4427,1,28,Mujer,,beyond secondary,
4427,2,9,Hombre,1,beyond secondary,5
4427,9,3,Mujer,1,beyond secondary,
4427,10,29,Hombre,,beyond secondary,
4428,1,53,Hombre,,beyond secondary,
4428,2,41,Mujer,,beyond secondary,
4428,6,14,Hombre,2,beyond secondary,
4428,7,10,Hombre,2,beyond secondary,4
4428,8,6,Hombre,2,beyond secondary,1
4428,9,4,Mujer,2,beyond secondary,
4428,10,1,Hombre,2,beyond secondary,
4428,11,0,Mujer,2,beyond secondary,
4429,1,70,Hombre,,beyond secondary,
4429,2,64,Mujer,,beyond secondary,
4430,1,59,Hombre,,beyond secondary,
4430,2,63,Mujer,,beyond secondary,
4430,3,41,Mujer,2,beyond secondary,
4430,4,20,Hombre,3,beyond secondary,
4430,5,18,Mujer,3,beyond secondary,
4430,6,66,Mujer,,beyond secondary,
4431,1,36,Hombre,,beyond secondary,
4431,2,42,Mujer,,beyond secondary,
4431,3,12,Mujer,2,beyond secondary,7
4431,4,11,Mujer,2,beyond secondary,5
4432,3,26,Mujer,,beyond secondary,
4432,4,7,Hombre,3,beyond secondary,2
4432,9,28,Hombre,,beyond secondary,
4433,2,28,Mujer,,beyond secondary,
4434,1,56,Hombre,,beyond secondary,
4434,2,57,Mujer,,beyond secondary,
4434,3,22,Mujer,2,beyond secondary,16
4435,1,33,Hombre,,beyond secondary,1
4435,2,29,Mujer,,beyond secondary,
4435,3,5,Hombre,2,beyond secondary,
4436,1,51,Hombre,,beyond secondary,
4436,2,49,Mujer,,beyond secondary,
4436,3,21,Mujer,2,beyond secondary,
4436,4,3,Hombre,3,beyond secondary,
4437,1,39,Hombre,,beyond secondary,
4437,2,33,Mujer,,beyond secondary,
4437,3,11,Hombre,2,beyond secondary,6
4437,4,8,Hombre,2,beyond secondary,3
4438,1,62,Hombre,,beyond secondary,
4438,2,52,Mujer,,beyond secondary,
4439,1,59,Mujer,,beyond secondary,
4439,2,62,Hombre,,beyond secondary,
4439,6,5,Hombre,,beyond secondary,
4440,1,51,Mujer,3,beyond secondary,13
4440,2,8,Hombre,1,beyond secondary,2
4440,3,83,Mujer,,beyond secondary,
4440,4,45,Mujer,3,beyond secondary,13
4440,6,54,Mujer,3,beyond secondary,
4441,1,64,Hombre,,beyond secondary,
4441,2,66,Mujer,,beyond secondary,
4442,2,57,Mujer,,beyond secondary,
4442,4,17,Mujer,2,beyond secondary,
4443,1,56,Hombre,,beyond secondary,12
4443,2,52,Mujer,,beyond secondary,
4443,5,13,Mujer,2,beyond secondary,6
4443,6,26,Hombre,2,beyond secondary,
4444,1,33,Hombre,,beyond secondary,
4444,2,31,Mujer,,beyond secondary,12
4444,3,13,Hombre,2,beyond secondary,7
4444,4,26,Mujer,,beyond secondary,15
4445,1,38,Hombre,4,beyond secondary,
4445,2,37,Mujer,,beyond secondary,
4445,3,82,Hombre,,beyond secondary,
4445,4,76,Mujer,,beyond secondary,
4445,5,5,Hombre,2,beyond secondary,
4445,6,14,Hombre,2,beyond secondary,9
4446,1,53,Hombre,,beyond secondary,
4446,3,51,Mujer,,beyond secondary,12
4447,1,59,Mujer,,beyond secondary,
4447,2,70,Hombre,,beyond secondary,
4448,3,29,Mujer,,beyond secondary,
4447,4,24,Hombre,1,beyond secondary,
4447,5,22,Hombre,1,beyond secondary,
4447,6,18,Hombre,1,beyond secondary,
4447,7,20,Mujer,,beyond secondary,
4448,7,14,Mujer,3,beyond secondary,9
4448,8,10,Hombre,3,beyond secondary,4
4447,8,3,Hombre,7,beyond secondary,
4448,9,2,Hombre,3,beyond secondary,
4447,9,20,Mujer,,beyond secondary,
4448,10,36,Hombre,,beyond secondary,
4449,1,60,Hombre,,beyond secondary,
4449,2,38,Mujer,,beyond secondary,
4449,3,14,Hombre,2,beyond secondary,8
4449,4,12,Mujer,2,beyond secondary,6
4450,2,29,Mujer,,beyond secondary,
4450,3,8,Hombre,2,beyond secondary,3
4450,4,5,Mujer,2,beyond secondary,
4451,1,31,Hombre,,beyond secondary,
4451,2,33,Mujer,,beyond secondary,
4451,3,9,Mujer,2,beyond secondary,5
4451,4,0,Hombre,2,beyond secondary,
4452,1,57,Hombre,,beyond secondary,
4452,2,55,Mujer,,beyond secondary,
4452,4,19,Hombre,2,beyond secondary,
4453,3,36,Mujer,,beyond secondary,
4453,4,52,Hombre,7,beyond secondary,14
4453,5,9,Mujer,3,beyond secondary,4
4453,7,78,Mujer,,beyond secondary,
4454,1,66,Mujer,,beyond secondary,
4454,2,32,Hombre,1,beyond secondary,
4455,1,54,Hombre,,beyond secondary,
4455,2,43,Mujer,,beyond secondary,
4455,3,19,Hombre,2,beyond secondary,12
4455,4,14,Mujer,2,beyond secondary,9
4456,1,57,Hombre,,beyond secondary,
4456,2,52,Mujer,,beyond secondary,
4456,3,28,Hombre,2,beyond secondary,
4456,4,20,Mujer,2,beyond secondary,13
4457,1,46,Hombre,,beyond secondary,
4457,2,46,Mujer,,beyond secondary,
4457,3,14,Mujer,2,beyond secondary,9
4457,4,13,Hombre,2,beyond secondary,8
4458,1,65,Mujer,,beyond secondary,
4459,1,42,Hombre,,beyond secondary,16
4459,2,37,Mujer,,beyond secondary,2
4459,5,16,Hombre,2,beyond secondary,8
4460,1,58,Hombre,,beyond secondary,
4460,2,53,Mujer,,beyond secondary,
4460,3,25,Hombre,2,beyond secondary,
4460,4,23,Hombre,2,beyond secondary,
4461,1,34,Mujer,,beyond secondary,
4461,2,16,Hombre,1,beyond secondary,9
4461,3,15,Mujer,1,beyond secondary,9
4461,4,14,Hombre,1,beyond secondary,6
4461,5,8,Hombre,1,beyond secondary,3
4461,6,25,Hombre,,beyond secondary,
4462,1,35,Hombre,,beyond secondary,
4462,2,32,Mujer,,beyond secondary,
4462,3,13,Mujer,2,beyond secondary,8
4462,4,11,Mujer,2,beyond secondary,6
4463,1,40,Hombre,,beyond secondary,
4463,2,37,Mujer,,beyond secondary,
4463,3,19,Hombre,2,beyond secondary,
4463,4,17,Hombre,2,beyond secondary,10
4463,5,15,Mujer,2,beyond secondary,10
4463,6,10,Hombre,2,beyond secondary,4
4464,1,53,Mujer,,beyond secondary,
4464,2,56,Hombre,,beyond secondary,
4464,3,32,Hombre,1,beyond secondary,
4465,4,31,Mujer,,beyond secondary,
4465,5,10,Mujer,4,beyond secondary,4
4465,6,6,Hombre,4,beyond secondary,1
4465,7,34,Hombre,,beyond secondary,
4466,2,37,Mujer,,beyond secondary,
4466,3,20,Mujer,2,beyond secondary,
4466,4,19,Hombre,2,beyond secondary,
4466,5,18,Hombre,2,beyond secondary,
4466,6,17,Mujer,2,beyond secondary,10
4466,7,16,Mujer,2,beyond secondary,9
4466,8,13,Mujer,2,beyond secondary,7
4466,9,10,Hombre,2,beyond secondary,4
4466,10,9,Mujer,2,beyond secondary,3
4466,11,7,Mujer,2,beyond secondary,3
4466,12,4,Hombre,2,beyond secondary,
4466,13,2,Mujer,3,beyond secondary,
4467,1,30,Hombre,,beyond secondary,
4467,2,34,Mujer,,beyond secondary,
4467,3,19,Mujer,2,beyond secondary,11
4467,4,13,Hombre,2,beyond secondary,6
4467,5,7,Hombre,2,beyond secondary,1
4468,1,58,Hombre,,beyond secondary,
4468,2,54,Mujer,,beyond secondary,
4468,3,34,Hombre,2,beyond secondary,
4468,4,13,Hombre,,beyond secondary,7
4469,1,29,Hombre,,beyond secondary,
4469,2,27,Mujer,,beyond secondary,
4469,3,7,Mujer,2,beyond secondary,2
4469,4,4,Mujer,2,beyond secondary,
4469,5,2,Hombre,2,beyond secondary,
4470,1,31,Hombre,,beyond secondary,
4470,2,26,Mujer,,beyond secondary,
4470,3,11,Hombre,2,beyond secondary,6
4470,4,4,Hombre,2,beyond secondary,
4470,5,0,Hombre,2,beyond secondary,
4471,1,29,Mujer,,beyond secondary,
4471,2,8,Mujer,1,beyond secondary,3
4471,3,0,Hombre,1,beyond secondary,
4472,1,36,Hombre,,beyond secondary,
4472,2,36,Mujer,,beyond secondary,
4472,3,16,Mujer,2,beyond secondary,11
4472,4,11,Mujer,2,beyond secondary,6
4473,1,67,Hombre,,beyond secondary,
4473,2,54,Mujer,,beyond secondary,
4473,3,35,Hombre,2,beyond secondary,
4474,1,35,Hombre,,beyond secondary,
4474,2,28,Mujer,,beyond secondary,
4475,1,44,Mujer,,beyond secondary,
4475,2,24,Hombre,1,beyond secondary,
4475,3,21,Hombre,1,beyond secondary,14
4476,1,73,Mujer,,beyond secondary,
4476,3,41,Hombre,1,beyond secondary,
4477,1,41,Mujer,,beyond secondary,
4477,4,66,Hombre,,beyond secondary,
4478,1,55,Mujer,,beyond secondary,
4478,2,56,Hombre,,beyond secondary,
4479,2,20,Mujer,,beyond secondary,15
4479,3,67,Mujer,,beyond secondary,
4480,2,55,Mujer,,beyond secondary,
4480,3,26,Mujer,2,beyond secondary,
4481,1,71,Mujer,,beyond secondary,
4482,1,52,Mujer,,beyond secondary,
4482,3,36,Hombre,1,beyond secondary,
4482,4,28,Hombre,1,beyond secondary,12
4483,1,71,Hombre,,beyond secondary,
