hh_id,indiv_id,sex_2004,sex_2007,sex_2011
PE161025,5,Female,-99,Female
PE161026,0,Female,Female,Female
PE161026,1,Male,-99,Male
PE161026,2,Female,Female,Female
PE161026,3,-99,Male,Male
PE161026,4,-99,Female,Female
PE161026,5,-99,Female,Female
PE161026,6,-99,Female,Female
PE161027,0,Female,Female,Female
PE161027,1,Male,Male,Male
PE161027,2,Female,Female,Female
PE161027,3,Female,Female,Female
PE161027,4,Female,Female,Female
PE161027,5,Female,Female,Female
PE161027,6,Male,Male,Male
PE161027,7,Male,Male,Male
PE161027,8,Male,Male,Male
PE161028,0,Female,Female,Female
PE161028,1,Female,-99,Female
PE161028,2,Male,Male,Male
PE161028,3,Female,Female,Female
PE161028,4,Male,Male,Male
PE161028,5,Male,-99,Male
PE161029,0,Female,Female,Female
PE161029,1,Male,Male,Male
PE161029,2,Female,Female,Female
PE161029,3,Female,-99,Female
PE161029,4,Male,Male,Male
PE161029,5,Male,Male,Male
PE161029,15,Female,Female,Female
PE161029,16,Male,Male,Male
PE161029,17,Male,-99,Male
PE161029,18,-99,Male,Male
PE161030,0,Female,Female,Female
PE161030,1,Male,Male,Male
PE161030,2,Female,Female,Female
PE161030,3,Female,Female,Female
PE161030,15,Male,Male,Male
PE161030,16,Female,Female,Female
PE161030,17,Male,-99,-99
PE161030,18,-99,-99,Male
PE161031,0,Female,Female,Female
PE161031,1,Male,Male,Male
PE161031,2,Female,Female,Female
PE161031,3,Male,-99,Male
PE161031,4,Female,Female,Female
PE161031,5,Male,Male,Male
PE161032,0,Female,Female,Female
PE161032,1,Male,Male,Male
PE161032,2,Female,Female,Female
PE161032,3,Female,Female,Female
PE161032,4,Female,Female,Female
PE161033,0,Male,Male,Male
PE161033,1,Male,Male,Male
PE161033,2,Female,Female,Female
PE161033,3,Female,-99,Female
PE161033,4,Female,Female,Female
PE161033,5,Female,Female,Female
PE161033,6,Female,Female,Female
PE161033,15,Male,Male,Male
PE161033,16,-99,Female,Female
PE161034,0,Female,Female,Female
PE161034,1,Female,Female,Female
PE161034,2,Male,-99,Male
PE161034,3,Female,-99,Female
PE161034,4,Female,-99,Female
PE161034,5,Female,-99,Female
PE161034,6,Male,-99,Male
PE161034,7,Male,-99,Female
PE161034,8,Male,-99,Male
PE161034,9,Male,-99,-99
PE161034,10,Male,-99,-99
PE161034,11,Male,-99,Male
PE161035,0,Male,Male,Male
PE161035,1,Male,Male,Male
PE161035,2,Female,Female,Female
PE161035,3,Female,Female,Female
PE161035,4,Male,Male,Male
PE161035,5,Male,Male,Male
PE161036,0,Male,Male,Male
PE161036,1,Male,Male,Male
PE161036,2,Female,Female,Female
PE161036,3,Female,-99,Female
PE161036,4,Female,-99,Female
PE161036,5,Male,Male,Male
PE161036,6,Female,Female,Female
PE161036,7,Female,Female,Female
PE161036,15,Male,Male,Male
PE161036,16,Female,Female,Female
PE161037,0,Male,Male,Male
PE161037,1,Male,Male,Male
PE161037,2,Female,Female,Female
PE161037,3,Female,Female,Female
PE161037,4,Male,-99,-99
PE161038,0,Female,Female,Female
PE161038,1,Female,-99,Female
PE161038,2,Female,Female,Female
PE161038,3,-99,-99,Male
PE161039,0,Female,Female,Female
PE161039,1,Male,Male,Male
PE161039,2,Female,Female,Female
PE161039,3,Female,Female,Female
PE161039,15,Male,Male,Male
PE161039,16,Male,Male,Male
PE161040,0,Female,Female,Female
PE161040,1,Male,Male,Male
PE161040,2,Female,Female,Female
PE161040,15,Male,Male,Male
PE161041,0,Male,Male,Male
PE161041,1,Male,Male,Male
PE161041,2,Female,Female,Female
PE161041,3,Male,Male,Male
PE161041,4,Female,Female,Female
PE161041,5,Female,Female,Female
PE161041,6,-99,-99,Male
PE161042,0,Male,Male,Male
PE161042,1,Male,Male,Male
PE161042,2,Female,Female,Female
PE161042,3,Male,Male,Male
PE161042,4,Female,Female,Female
PE161042,5,-99,Male,Male
PE161043,0,Male,Male,-99
PE161043,1,Male,Male,-99
PE161043,2,Female,Female,-99
PE161043,3,Male,Male,-99
PE161043,15,Female,Female,-99
PE161043,16,Female,-99,-99
PE161043,17,Male,-99,-99
PE161043,18,-99,Male,-99
PE161043,19,-99,Female,-99
PE161044,0,Male,Male,Male
PE161044,1,Female,Female,Female
PE161044,2,Male,-99,Male
PE161044,3,Female,-99,Female
PE161044,4,Female,-99,Female
PE161044,5,Female,-99,Male
PE161044,6,Male,-99,Male
PE161044,7,Female,-99,Female
PE161044,8,Male,Male,Male
PE161044,9,Female,-99,Female
PE161044,10,Female,-99,Female
PE161045,0,Female,Female,Female
PE161045,1,Female,Female,Female
PE161045,2,Female,-99,Female
PE161045,3,Female,-99,Female
PE161045,4,Male,-99,Male
PE161045,15,Female,-99,Female
PE161045,16,Male,Male,Male
PE161045,17,-99,Male,Male
PE161045,18,-99,Male,Male
PE161045,19,-99,-99,Female
PE161045,20,-99,-99,Female
PE161046,0,Female,Female,Female
PE161046,1,Male,Male,Male
PE161046,2,Female,Female,Female
PE161046,3,Female,Female,Female
PE161046,15,Male,Male,Male
PE161046,16,Female,Female,Female
PE161046,17,-99,Female,Female
PE161047,0,Female,Female,Female
PE161047,1,Male,Male,Male
PE161047,2,Female,Female,Female
PE161047,3,Male,-99,Male
PE161047,4,Male,-99,Male
PE161047,5,Female,-99,Female
PE161047,15,Female,Female,Female
PE161048,0,Female,Female,Female
PE161048,1,Female,Female,Female
PE161048,2,Male,-99,Male
PE161048,3,Female,-99,Female
PE161048,15,Male,Male,Male
PE161048,16,-99,Male,Male
PE161048,17,-99,Female,Female
PE161049,0,Male,Male,Male
PE161049,1,Male,Male,Male
PE161049,2,Female,Female,Female
PE161049,3,Female,Female,Female
PE161050,0,Female,Female,Female
PE161050,1,Male,-99,Male
PE161050,2,Female,Female,Female
PE161050,15,Female,Female,Female
PE161051,0,Female,Female,-99
PE161051,1,Male,Male,-99
PE161051,2,Female,Female,-99
PE161051,15,Female,Female,-99
PE161051,16,Female,Female,-99
PE161051,17,-99,Male,-99
PE161052,0,Female,Female,Female
PE161052,1,Male,Male,Male
PE161052,2,Female,Female,Female
PE161052,3,Female,-99,Female
PE161052,15,Male,Male,Male
PE161052,16,Male,Male,Male
PE161052,17,-99,-99,Male
PE161052,18,-99,-99,Male
PE161053,0,Female,Female,Female
PE161053,1,Male,Male,Male
PE161053,2,Female,Female,Female
PE161053,3,Female,-99,Female
PE161053,4,Male,-99,Male
PE161053,5,Male,-99,Male
PE161053,6,Male,-99,Male
PE161053,7,Female,-99,Female
PE161053,8,Female,-99,Female
PE161053,9,Female,-99,Female
PE161053,10,Male,-99,Male
PE161053,11,Male,-99,Male
PE161053,12,Male,-99,Male
PE161053,13,Female,-99,Female
PE161053,14,Male,Male,Male
PE161053,15,Female,Female,Female
PE161053,16,Male,-99,Male
PE161053,17,Male,-99,Male
PE161053,18,-99,Female,Female
PE161053,19,-99,Male,Male
PE161053,20,-99,Male,Male
PE161054,0,Female,Female,Female
PE161054,1,Male,Male,Male
PE161054,2,Female,Female,Female
PE161054,15,Female,Female,Female
PE161054,16,Female,Female,Female
PE161054,17,-99,Male,Male
PE161055,0,Female,Female,Female
PE161055,1,Male,Male,Male
PE161055,2,Female,Female,Female
PE161055,3,Female,Female,Female
PE161055,4,Female,Female,Female
PE161055,5,Female,Female,Female
PE161055,6,Female,Female,Female
PE161055,7,Female,Female,Female
PE161056,0,Female,Female,Female
PE161056,1,Female,Female,Female
PE161056,2,Female,Female,Female
PE161056,3,Female,Female,Female
PE161056,4,Male,-99,Male
PE161056,5,Male,-99,Male
PE161056,6,Male,Male,Male
PE161057,0,Male,Male,Male
PE161057,1,Male,Male,Male
PE161057,2,Female,Female,Female
PE161057,3,Male,Male,Male
PE161057,4,Female,Female,Female
PE161057,15,Male,Male,Male
PE161058,0,Male,Male,Male
PE161058,1,Male,Male,Male
PE161058,2,Female,Female,Female
PE161058,3,-99,Female,Female
PE161059,0,Male,Male,Male
PE161059,1,Male,Male,Male
PE161059,2,Female,Female,Female
PE161059,3,Female,-99,Female
PE161059,4,Female,Male,Female
PE161059,5,Male,Male,Male
PE161059,6,Male,Male,Male
PE161059,7,-99,Male,Male
PE161059,8,-99,Male,Male
PE161059,9,-99,-99,Male
PE161060,0,Male,Male,-99
PE161060,1,Male,Male,-99
PE161060,2,Female,Female,-99
PE161060,3,Male,-99,-99
PE161060,4,Female,-99,-99
PE161060,5,-99,Male,-99
PE161061,0,Female,Female,Female
PE161061,1,Male,Male,Male
PE161061,2,Female,Female,Female
PE161061,3,Male,-99,Male
PE161061,4,Female,Female,Female
PE161061,5,Male,Male,Male
PE161061,6,Male,Male,Male
PE161061,7,Female,Female,Female
PE161061,15,Male,Male,Male
PE161062,0,Male,Male,Male
PE161062,1,Male,Male,Male
PE161062,2,Female,Female,Female
PE161062,3,Male,Male,Male
PE161063,0,Male,Male,Male
PE161063,1,Female,Female,Female
PE161063,15,Female,Female,Female
PE161063,16,Male,Male,Male
PE161063,17,Male,Male,Male
PE161063,18,-99,Male,Male
PE161064,0,Male,Male,Male
PE161064,1,Male,Male,Male
PE161064,2,Female,Female,Female
PE161064,3,Male,-99,Male
PE161064,4,Female,Female,Female
PE161064,5,Female,-99,Female
PE161064,6,Male,-99,Male
PE161064,7,Female,Female,Female
PE161064,8,Male,Male,Male
PE161064,9,Female,-99,Female
PE161064,10,Male,-99,Male
PE161064,11,-99,-99,Female
PE161065,0,Male,Male,Male
PE161065,1,Male,Male,Male
PE161065,2,Female,Female,Female
PE161065,3,Male,Male,Male
PE161065,4,Male,Male,Male
PE161065,5,Female,Female,Female
PE161065,15,Male,Male,Male
PE161066,0,Male,Male,Male
PE161066,1,Male,Male,Male
PE161066,2,Female,Female,Female
PE161066,15,Male,Male,Male
PE161066,16,Male,-99,Male
PE161066,17,-99,Male,Male
PE161067,0,Male,Male,Male
PE161067,1,Male,Male,Male
PE161067,2,Female,Female,Female
PE161067,3,Male,Male,Male
PE161067,4,Female,Female,Female
PE161067,5,-99,Female,Female
PE161068,0,Male,Male,Male
PE161068,1,Male,Male,Male
PE161068,2,Female,Female,Female
PE161068,3,-99,Male,Male
PE161069,0,Female,Female,Female
PE161069,1,Male,Male,Male
PE161069,2,Female,Female,Female
PE161069,3,Male,-99,Male
PE161069,4,Male,-99,Male
PE161069,5,Female,-99,Female
PE161069,6,Male,Male,Male
PE161069,7,Female,Female,Female
PE161069,8,Female,Female,Female
PE161069,15,Male,Male,Male
PE161070,0,Female,Female,Female
PE161070,1,Female,Female,Female
PE161070,2,Male,-99,Male
PE161070,3,Female,-99,Female
PE161070,4,Male,Male,Male
PE161070,5,Female,Female,Female
PE161070,6,Male,Male,Male
PE161071,0,Male,Male,Male
PE161071,1,Male,Male,Male
PE161071,2,Female,Female,Female
PE161071,3,Female,Female,Female
PE161071,15,Male,Male,Male
PE161071,16,Female,Female,Female
PE161071,17,Female,Female,Female
PE161071,18,-99,Male,Male
PE161071,19,-99,-99,Female
PE161072,0,Female,Female,Female
PE161072,1,Female,Female,Female
PE161072,2,Male,Male,Male
PE161072,3,Female,Female,Female
PE161072,4,Female,Female,Female
PE161072,5,Male,-99,Male
PE161072,6,Male,Male,Male
PE161072,7,Female,Female,Female
PE161073,0,Male,Male,Male
PE161073,1,Female,Female,Female
PE161073,2,Male,-99,Male
PE161073,3,Male,Male,Male
PE161073,4,Female,-99,Female
PE161073,5,-99,Male,-99
PE161074,0,Male,Male,Male
PE161074,1,Female,Female,Female
PE161074,2,Female,Female,Female
PE161074,3,Male,-99,Female
PE161074,4,Female,-99,Female
PE161074,5,Male,-99,Male
PE161075,0,Male,Male,Male
PE161075,1,Male,Male,Male
PE161075,2,Female,Female,Female
PE161075,3,Male,-99,Male
PE161075,4,Male,-99,Male
PE161075,5,Male,Male,Male
PE161075,6,Female,-99,Female
PE161075,7,Female,-99,Female
PE161075,8,Female,-99,Female
PE161075,9,Female,Female,Female
PE161075,10,Male,Male,Male
PE161075,11,Female,-99,Female
PE161075,12,-99,-99,Male
PE161076,0,Female,Female,Female
PE161076,1,Male,Male,Male
PE161076,2,Female,Female,Female
PE161076,3,Female,-99,Female
PE161076,4,Female,-99,Female
PE161076,5,Male,-99,Male
PE161076,6,Male,Male,Male
PE161076,7,-99,Female,Female
PE161076,8,-99,-99,Male
PE161077,0,Male,Male,Male
PE161077,1,Male,Male,Male
PE161077,2,Female,Female,Female
PE161077,3,-99,Female,Female
PE161078,0,Female,Female,Female
PE161078,1,Male,-99,Male
PE161078,2,Female,-99,Female
PE161078,3,Male,-99,Male
PE161078,4,Male,-99,Male
PE161078,5,Male,-99,Male
PE161078,6,Female,-99,Female
PE161078,7,Female,-99,Female
PE161078,8,Male,-99,Male
PE161078,9,Male,-99,Male
PE161078,10,-99,Female,Female
PE161078,11,-99,Female,Female
PE161078,12,-99,-99,Male
PE161079,0,Female,Female,Female
PE161079,1,Male,Male,Male
PE161079,2,Female,Female,Female
PE161079,3,-99,Female,Female
PE161080,0,Female,Female,Female
PE161080,1,Male,Male,Male
PE161080,2,Female,Female,Female
PE161080,3,Male,Male,Male
PE161080,4,Male,Male,Male
PE161080,5,-99,-99,Female
PE161081,0,Male,Male,Male
PE161081,1,Male,Male,Male
PE161081,2,Female,Female,Female
PE161081,3,Female,-99,Female
PE161081,4,Male,-99,Male
PE161081,5,Male,-99,Male
PE161081,6,Female,-99,Female
PE161081,7,Female,Female,Female
PE161081,8,Male,Male,Male
PE161081,15,Female,Female,Female
PE161081,16,Female,Female,Female
PE161081,17,-99,Male,Male
PE161081,18,-99,-99,Female
PE161082,0,Female,Female,Female
PE161082,1,Male,Male,Male
PE161082,2,Female,Female,Female
PE161082,3,Female,Female,Female
PE161082,4,Male,Male,Male
PE161082,5,Male,Male,Male
PE161082,6,Female,Female,Female
PE161082,7,Female,Female,Female
PE161082,8,-99,Male,Male
PE161082,9,-99,-99,Female
PE161082,10,-99,-99,Male
PE161083,0,Female,Female,Female
PE161083,1,Male,Male,Male
PE161083,2,Female,Female,Female
PE161083,3,Male,Male,Male
PE161083,4,Male,-99,Male
PE161083,15,Female,Female,Female
PE161083,16,Female,Female,Female
PE161084,0,Female,Female,Female
PE161084,1,Male,Male,Male
PE161084,2,Female,Female,Female
PE161084,3,Male,Male,Male
PE161084,4,Female,Female,Female
PE161084,5,Female,Female,Female
PE161084,6,Female,Female,Female
PE161085,0,Male,Male,Male
PE161085,1,Male,Male,Male
PE161085,2,Female,Female,Female
PE161085,3,Female,Female,Female
PE161085,15,Female,Female,Female
PE161085,16,Female,Female,Female
PE161086,0,Male,Male,Male
PE161086,1,Male,Male,Male
PE161086,2,Female,Female,Female
PE161086,3,Male,Male,Male
PE161086,4,-99,-99,Female
PE161087,0,Female,Female,Female
PE161087,1,Male,Male,Male
PE161087,2,Female,Female,Female
PE161087,3,Female,-99,Female
PE161087,4,Male,-99,-99
PE161087,5,Male,-99,-99
PE161087,15,Male,Male,Male
PE161088,0,Female,Female,Female
PE161088,1,Male,Male,Male
PE161088,2,Female,Female,Female
PE161088,3,Female,-99,Female
PE161088,4,Male,-99,Male
PE161088,15,Male,Male,Male
PE161088,16,Female,Female,Female
PE161089,0,Male,Male,Male
PE161089,1,Male,Male,Male
PE161089,2,Female,Female,Female
PE161089,3,Female,Female,Female
PE161089,15,Female,Female,Female
PE161090,0,Male,Male,Male
PE161090,1,Male,Male,Male
PE161090,2,Female,Female,Female
PE161090,3,Female,Female,Female
PE161090,4,Female,Female,Female
PE161090,5,Female,Female,Female
PE161091,0,Female,Female,Female
PE161091,1,Male,Male,Male
PE161091,2,Female,Female,Female
PE161091,3,Female,Female,Female
PE161091,4,Male,Male,Male
PE161091,5,Female,Female,Female
PE161091,6,Female,Female,Female
PE161091,7,Female,Female,Female
PE161091,15,Female,Female,Female
PE161091,16,Male,Male,Male
PE161091,17,-99,Female,Female
PE161091,18,-99,Male,Male
PE161092,0,Male,Male,Male
PE161092,1,Male,Male,Male
PE161092,2,Female,Female,Female
PE161092,3,Male,Male,Male
PE161092,4,Male,Male,Male
PE161092,5,Male,Male,Male
PE161092,15,Male,Male,Male
PE161092,16,Female,Female,Female
PE161093,0,Female,Female,Female
PE161093,1,Male,Male,Male
PE161093,2,Female,Female,Female
PE161093,3,Male,-99,Male
PE161093,4,Male,-99,Male
PE161093,5,Female,-99,Female
PE161093,6,Female,-99,Female
PE161094,0,Female,Female,Female
PE161094,1,Male,Male,Male
PE161094,2,Female,Female,Female
PE161094,15,Male,Male,Male
PE161094,16,Female,Female,Female
PE161094,17,Male,Male,Male
PE161095,0,Female,Female,Female
PE161095,1,Male,Male,Male
PE161095,2,Female,Female,Female
PE161095,3,Female,Female,Female
PE161095,4,Female,Female,Female
PE161095,5,-99,-99,Female
PE161096,0,Male,Male,Male
PE161096,1,Male,Male,Male
PE161096,2,Female,Female,Female
PE161096,3,Male,-99,Male
PE161096,4,Female,-99,Female
PE161096,15,Female,Female,Female
PE161096,16,Female,Female,Female
PE161096,17,-99,Male,Male
PE161096,18,-99,-99,Female
PE161097,0,Female,Female,Female
PE161097,1,Male,Male,Male
PE161097,2,Female,Female,Female
PE161097,3,Female,-99,Female
PE161097,4,-99,Female,Female
PE161098,0,Male,Male,Male
PE161098,1,Male,Male,Male
PE161098,2,Female,Female,Female
PE161098,3,Female,Female,Female
PE161098,4,Male,Male,Male
PE161098,15,Male,Male,Male
PE161098,16,-99,-99,Male
PE161099,0,Male,Male,Male
PE161099,1,Male,Male,Male
PE161099,2,Female,Female,Female
PE161099,3,Male,-99,Male
PE161099,4,Male,Male,Male
PE161099,5,Female,Female,Female
PE161099,6,Female,Female,Female
PE161099,7,Female,Female,Female
PE161099,8,Male,Male,Male
PE161099,15,Female,Female,Female
PE161099,16,Female,Female,Female
PE161099,17,-99,-99,Female
PE161100,0,Female,Female,Female
PE161100,1,Male,Male,Male
PE161100,2,Female,Female,Female
PE161100,3,Female,Female,Female
PE161100,15,Female,Female,Female
PE161100,16,Female,Female,Female
PE161101,0,Female,Female,Female
PE161101,1,Female,Female,Female
PE161101,2,Male,Male,Male
PE161101,3,Female,Female,Female
PE161101,4,Female,-99,Female
PE161101,5,Male,Male,Male
PE161101,6,Male,Male,Male
PE161102,0,Male,Male,Male
PE161102,1,Female,Female,Female
PE161102,2,Male,-99,Male
PE161102,3,Female,-99,Female
PE161102,4,Male,-99,Male
PE161102,5,Male,Male,Male
PE161102,6,Female,Female,Female
PE161102,7,-99,Female,Female
PE161102,8,-99,-99,Male
PE161103,0,Female,Female,Female
PE161103,1,Female,Female,Female
PE161103,2,Male,Male,Male
PE161103,3,Female,Female,Female
PE161103,4,-99,Male,Male
PE161103,5,-99,-99,Male
PE161104,0,Male,Male,-99
PE161104,1,Male,Male,-99
PE161104,2,Female,Female,-99
PE161104,3,Male,-99,-99
PE161104,4,Female,-99,-99
PE161104,5,Female,-99,-99
PE161104,6,Male,-99,-99
PE161104,7,Male,-99,-99
PE161104,8,Male,-99,-99
PE161104,9,Female,-99,-99
PE161104,15,Female,-99,-99
PE161104,16,Female,Female,-99
PE161104,17,Female,Female,-99
PE161104,18,-99,Female,-99
PE161105,0,Female,Female,Female
PE161105,1,Male,Male,Male
PE161105,2,Female,Female,Female
PE161105,3,Female,-99,Female
PE161105,4,Female,Female,Female
PE161105,5,Male,Male,Male
PE161105,6,Female,Female,Female
PE161105,7,Female,Female,Female
PE161105,15,Female,Female,Female
PE161105,16,Female,Female,Female
PE161105,17,-99,-99,Female
PE161105,18,-99,-99,Male
PE161106,0,Male,Male,Male
PE161106,1,Female,Female,Female
PE161106,2,Male,-99,Male
PE161106,3,Female,-99,Female
PE161106,4,Female,Female,Female
PE161106,5,Male,Male,Male
PE161106,6,-99,-99,Male
PE161106,7,-99,-99,Female
PE161107,0,Male,Male,Male
PE161107,1,Male,Male,Male
PE161107,2,Female,Female,Female
PE161107,3,Female,Female,Female
PE161107,4,Female,Female,Female
PE161107,15,Female,Female,Female
PE161107,16,Female,Female,Female
PE161107,17,Female,Female,Female
PE161108,0,Male,Male,Male
PE161108,1,Male,Male,Male
PE161108,2,Female,Female,Female
PE161108,3,Female,Female,Female
PE161108,15,Female,Female,Female
PE161108,16,Male,Male,Male
PE161108,17,-99,Female,Female
PE171001,0,Male,Male,Male
PE171001,1,Male,Male,Male
PE171001,2,Female,Female,Female
PE171001,3,Male,-99,Male
PE171001,4,Female,-99,Female
PE171001,5,-99,Male,Male
PE171001,6,-99,-99,Female
PE171002,0,Female,Female,Female
PE171002,1,Male,Male,Male
PE171002,2,Female,Female,Female
PE171002,3,Male,Male,Male
PE171002,4,Male,Male,Male
PE171002,5,Male,Male,Male
PE171002,6,Female,-99,Female
PE171002,7,Female,-99,Female
PE171002,15,Male,-99,Male
PE171003,0,Male,Male,Male
PE171003,1,Male,Male,Male
PE171003,2,Female,Female,Female
PE171003,15,Female,Female,Female
PE171003,16,-99,Female,Female
PE171004,0,Female,Female,Female
PE171004,1,Male,Male,Male
PE171004,2,Female,Female,Female
PE171004,3,Male,Male,Male
PE171004,4,Female,Female,Female
PE171004,5,Female,Female,Female
PE171004,6,-99,-99,-99
PE171004,15,Female,Female,Female
PE171005,0,Female,Female,Female
PE171005,1,Male,-99,Male
PE171005,2,Female,Female,Female
PE171005,3,Female,-99,Female
PE171005,4,Female,-99,Female
PE171005,5,Male,Male,Male
PE171005,6,Male,Male,Male
PE171005,7,Female,Female,Female
PE171007,0,Female,Female,Female
PE171007,1,Female,Female,Female
PE171007,2,Male,-99,Male
PE171007,3,Female,-99,Female
PE171007,4,Male,-99,Male
PE171007,5,Female,-99,Female
PE171007,6,Male,-99,Male
PE171007,7,Male,-99,Male
PE171007,8,Male,-99,Male
PE171007,9,Male,-99,-99
PE171007,10,Male,-99,Male
PE171007,11,Male,-99,Male
PE171007,15,Male,Male,Male
PE171007,16,Male,-99,Male
PE171007,17,-99,Male,Male
PE171007,18,-99,Female,Female
PE171007,19,-99,Male,Male
PE171007,20,-99,Female,Female
PE171008,0,Female,Female,Female
PE171008,1,Male,-99,Male
PE171008,2,Female,Female,Female
PE171008,3,-99,Male,Male
PE171010,0,Male,Male,Male
PE171010,1,Male,Male,Male
PE171010,2,Female,Female,Female
PE171010,3,Male,-99,Male
PE171010,4,Female,-99,Female
PE171010,5,Male,-99,Male
PE171010,6,Female,-99,Female
PE171010,7,Male,-99,-99
PE171010,8,Female,-99,Female
PE171010,9,-99,Female,Female
PE171011,0,Male,Male,Male
PE171011,1,Male,-99,Male
PE171011,2,Female,Female,Female
PE171011,3,Female,-99,Female
PE171011,4,Male,Male,Male
PE171011,5,Female,Female,Female
PE171011,15,Female,Female,Female
PE171011,16,Male,-99,Male
PE171013,0,Male,Male,Male
PE171013,1,Female,Female,Female
PE171013,2,Female,Female,Female
PE171013,3,Male,-99,Male
PE171013,4,Female,-99,Female
PE171013,5,Female,-99,Female
PE171013,6,Female,-99,Female
PE171013,7,Male,-99,Male
PE171013,8,Female,-99,Female
PE171013,9,Male,-99,Male
PE171014,0,Male,Male,Male
PE171014,1,Male,Male,Male
PE171014,2,Female,Female,Female
PE171014,3,Male,Male,Male
PE171014,4,Male,Male,Male
PE171014,5,Male,Male,Male
PE171014,6,Male,Male,Male
PE171014,7,Male,Male,Male
PE171014,8,Female,-99,Female
PE171014,9,Male,-99,Male
PE171014,10,Female,-99,Female
PE171014,11,Male,-99,Male
PE171014,15,Male,Male,Male
PE171014,16,Male,-99,Male
PE171015,0,Male,Male,Male
PE171015,1,Male,Male,Male
PE171015,2,Female,Female,Female
PE171015,15,Male,Male,Male
PE171015,16,Male,Male,Male
PE171016,0,Female,Female,Female
PE171016,1,Male,Male,Male
PE171016,2,Female,Female,Female
PE171016,3,Male,Male,Male
PE171016,15,Male,Male,Male
PE171017,0,Female,Female,Female
PE171017,1,Male,Male,Male
PE171017,2,Female,Female,Female
PE171017,15,Male,-99,Male
PE171017,16,Female,Female,Female
PE171017,17,-99,-99,Female
PE171018,0,Female,Female,Female
PE171018,1,Male,Male,Male
PE171018,2,Female,Female,Female
PE171018,3,Female,-99,Female
PE171018,4,Female,-99,Female
PE171018,5,Male,-99,Male
PE171018,6,Male,-99,Male
PE171018,15,Male,-99,Male
PE171018,16,Male,Male,Male
PE171019,0,Female,Female,Female
PE171019,1,Male,Male,Male
PE171019,2,Female,Female,Female
PE171019,3,Male,Male,Male
PE171019,4,Male,Male,Male
PE171019,5,Female,-99,Female
PE171019,6,Female,Female,Female
PE171019,15,Male,Male,Male
PE171019,16,Female,Female,Female
PE171019,17,Female,Female,Female
PE171019,18,-99,-99,Female
PE171019,19,-99,-99,Male
PE171020,0,Female,Female,Female
PE171020,1,Male,-99,Male
PE171020,2,Female,Female,Female
PE171020,3,Male,-99,Male
PE171020,15,Female,Female,Female
PE171020,16,Female,Female,Female
PE171020,17,-99,Female,Female
PE171020,18,-99,-99,Male
PE171021,1,-99,-99,-99
PE171021,2,-99,-99,-99
PE171022,0,Male,Male,Male
PE171022,1,Male,Male,Male
PE171022,2,Female,Female,Female
PE171022,3,Female,Female,Female
PE171022,4,Male,-99,Male
PE171022,5,Male,-99,Male
PE171022,6,-99,Female,Female
PE171023,0,Female,Female,Female
PE171023,1,Female,-99,Female
PE171023,2,Female,Female,Female
PE171023,3,Female,Female,Female
PE171023,4,Male,-99,Male
PE171023,5,Male,-99,Male
PE171023,6,Male,-99,Male
PE171023,7,Female,-99,Female
PE171023,15,Male,-99,Male
PE171023,16,Male,Male,Male
PE171023,17,-99,-99,Male
PE171023,18,-99,-99,Female
PE171025,0,Female,Female,Female
PE171025,1,Male,Male,Male
PE171025,2,Female,Female,Female
PE171025,3,Female,Female,Female
PE171025,4,Female,Female,Female
PE171025,5,-99,Male,Male
PE171025,6,-99,-99,Male
PE171026,0,Female,Female,Female
PE171026,1,Male,Male,Male
PE171026,2,Female,Female,Female
PE171026,3,Male,-99,Male
PE171026,4,Male,Male,Male
PE171026,5,Male,Male,Male
PE171026,6,Male,Male,Male
PE171026,7,Female,-99,Female
PE171026,8,-99,Male,Male
PE171027,0,Male,Male,Male
PE171027,1,Male,Male,Male
PE171027,2,Female,Female,Female
PE171027,3,Male,Male,Male
PE171027,4,Female,Female,Female
PE171027,15,Female,Female,Female
PE171027,16,Male,Male,Male
PE171027,17,Male,Male,Male
PE171027,18,-99,Female,Female
PE171028,0,Male,Male,Male
PE171028,1,Male,Male,Male
PE171028,2,Female,Female,Female
PE171028,3,Male,Male,Male
PE171028,4,Male,Male,Male
PE171028,5,Female,Female,Female
PE171028,6,Male,Male,Male
PE171028,7,Female,Female,Female
PE171029,1,-99,-99,-99
PE171029,2,-99,-99,-99
PE171029,3,-99,-99,-99
PE171030,0,Female,Female,Female
PE171030,1,Male,Male,Male
PE171030,2,Female,Female,Female
PE171030,3,Male,Male,Male
PE171030,4,Male,Male,Male
PE171030,5,-99,-99,Male
PE171031,0,Female,Female,Female
PE171031,1,Male,Male,Male
PE171031,2,Female,Female,Female
PE171031,3,-99,Male,Male
PE171032,0,Female,Female,Female
PE171032,1,Male,Male,Male
PE171032,2,Female,Female,Female
PE171032,3,Female,Female,Female
PE171032,4,Female,-99,Female
PE171032,15,Female,Female,Female
PE171032,16,-99,-99,Male
PE171033,0,Male,Male,Male
PE171033,1,Male,Male,Male
PE171033,2,Female,Female,Female
PE171033,3,Male,Male,Male
PE171033,4,Male,Male,Male
PE171033,5,-99,-99,Male
PE171033,6,-99,-99,Female
PE171034,0,Male,Male,Male
PE171034,1,Male,Male,Male
PE171034,2,Female,Female,Female
PE171034,3,Female,Female,Female
PE171034,15,Male,Male,Male
PE171034,16,-99,-99,Male
PE171035,0,Male,Male,Male
PE171035,1,Male,Male,Male
PE171035,2,Female,Female,Female
PE171035,3,Male,Male,Male
PE171035,4,Male,Male,Male
