hh_id,person_id,age,memsex,relate,livhse
ET160077,0,5,2,0,1
ET160077,1,31,1,1,1
ET160077,2,28,2,1,1
ET160077,15,8,2,7,1
ET160077,16,2,1,7,1
ET160078,0,5,2,0,1
ET160078,1,57,1,1,2
ET160078,2,44,2,1,1
ET160078,3,26,2,7,2
ET160078,4,24,2,7,2
ET160078,5,22,2,7,1
ET160078,6,21,1,7,1
ET160078,7,14,1,7,1
ET160078,15,8,1,7,1
ET160079,0,5,2,0,1
ET160079,1,41,1,1,1
ET160079,2,30,2,1,1
ET160079,3,22,2,7,2
ET160079,4,16,1,7,2
ET160079,5,13,1,7,2
ET160079,6,11,1,7,1
ET160079,7,9,1,7,1
ET160079,15,8,1,7,1
ET160079,16,7,2,7,1
ET160079,17,6,2,7,1
ET160080,0,4,2,0,1
ET160080,1,39,1,1,1
ET160080,2,34,2,1,1
ET160080,3,10,1,7,2
ET160080,15,7,2,7,1
ET160080,16,2,2,7,1
ET160081,0,4,1,0,1
ET160081,1,26,1,1,1
ET160081,2,23,2,1,1
ET160081,3,2,2,7,1
ET160082,0,5,1,0,1
ET160082,1,39,1,1,1
ET160082,2,31,2,1,1
ET160082,3,17,1,7,1
ET160082,4,14,2,7,1
ET160082,5,11,1,7,1
ET160082,15,8,2,7,1
ET160082,16,1,2,7,1
ET160082,17,6,1,7,1
ET160083,0,4,1,0,1
ET160083,1,32,1,1,1
ET160083,2,26,2,1,1
ET160083,3,12,1,13,1
ET160083,15,6,2,7,1
ET160083,16,2,2,7,1
ET160084,0,5,2,0,1
ET160084,1,39,1,1,1
ET160084,2,30,2,1,1
ET160084,3,15,1,7,1
ET160084,4,13,1,7,1
ET160084,5,12,2,7,1
ET160084,6,9,2,7,1
ET160084,15,3,1,7,1
ET160084,16,14,1,7,1
ET160085,0,5,2,0,1
ET160085,1,36,1,1,1
ET160085,2,32,2,1,1
ET160085,3,11,1,13,2
ET160085,4,9,2,13,2
ET160085,5,3,2,7,1
ET160085,6,1,1,7,1
ET160086,0,5,2,0,1
ET160086,1,34,1,1,1
ET160086,2,29,2,1,1
ET160086,3,10,1,7,1
ET160086,4,3,2,7,1
ET160086,5,1,1,7,1
ET160087,0,5,1,0,1
ET160087,1,40,1,1,1
ET160087,2,36,2,1,1
ET160087,3,24,1,7,2
ET160087,4,21,1,7,1
ET160087,5,18,1,7,1
ET160087,6,15,2,7,1
ET160087,7,12,1,7,1
ET160087,8,9,2,7,3
ET160087,9,3,2,7,1
ET160088,0,4,2,0,1
ET160088,1,49,1,1,1
ET160088,2,43,2,1,1
ET160088,3,27,1,7,1
ET160088,4,16,1,7,1
ET160088,5,25,2,7,1
ET160088,6,13,1,7,1
ET160088,7,11,1,7,1
ET160088,15,8,1,7,1
ET160088,16,1,1,7,1
ET160089,0,4,1,0,1
ET160089,1,42,1,1,1
ET160089,2,33,2,1,1
ET160089,3,20,1,7,1
ET160089,4,18,2,7,1
ET160089,5,16,2,7,1
ET160089,6,14,1,7,1
ET160089,7,11,2,7,1
ET160089,15,8,2,7,1
ET160089,16,0,2,7,1
ET160090,0,5,1,0,1
ET160090,1,39,1,1,1
ET160090,2,29,2,1,1
ET160090,3,10,1,7,1
ET160090,15,7,2,7,1
ET160090,16,2,2,7,1
ET160090,17,0,1,7,1
ET160091,0,5,1,0,1
ET160091,1,32,1,1,1
ET160091,2,30,2,1,1
ET160091,3,9,2,14,1
ET160091,4,1,1,7,1
ET160091,5,0,2,7,1
ET160092,0,5,2,0,1
ET160092,1,27,1,1,1
ET160092,2,24,2,1,1
ET160092,3,2,2,7,1
ET160092,4,1,1,7,1
ET160093,0,5,2,0,1
ET160093,1,34,1,1,1
ET160093,2,32,2,1,1
ET160093,3,9,2,20,2
ET160093,15,7,1,7,1
ET160093,16,3,1,7,1
ET160093,17,1,1,7,1
ET160094,0,5,1,0,1
ET160094,1,44,1,1,1
ET160094,2,39,2,1,1
ET160094,3,23,1,7,1
ET160094,4,20,1,7,1
ET160094,5,18,1,7,1
ET160094,6,16,1,7,1
ET160094,7,14,1,7,1
ET160094,8,11,2,7,1
ET160094,9,22,2,14,1
ET160094,15,6,1,7,1
ET160095,0,5,1,0,1
ET160095,1,34,1,1,1
ET160095,2,26,2,1,1
ET160095,3,3,1,7,1
ET160096,0,5,2,0,1
ET160096,1,45,1,1,1
ET160096,2,34,2,1,1
ET160096,3,24,1,7,1
ET160096,4,21,1,7,1
ET160096,5,19,1,7,1
ET160096,6,17,2,7,1
ET160096,7,15,1,7,1
ET160096,8,13,2,7,1
ET160096,9,11,2,7,1
ET160097,0,5,1,0,1
ET160097,1,41,1,1,1
ET160097,2,39,2,1,1
ET160097,3,17,1,7,1
ET160097,4,9,2,7,1
ET160097,5,11,1,7,1
ET160097,6,2,1,7,1
ET160098,0,5,1,0,1
ET160098,1,49,1,1,1
ET160098,2,32,2,1,1
ET160098,3,17,1,7,1
ET160098,4,14,1,7,1
ET160098,5,11,2,7,1
ET160098,15,8,2,7,1
ET160098,16,1,2,7,1
ET160099,0,5,1,0,1
ET160099,1,54,1,1,1
ET160099,2,34,2,1,1
ET160099,3,17,1,7,1
ET160100,0,4,1,0,1
ET160100,1,60,2,17,1
ET160100,2,23,2,1,1
ET160100,3,22,1,13,2
ET160100,4,13,2,13,2
ET160100,15,11,1,13,1
ET160100,16,3,1,9,1
ET170001,0,5,1,0,1
ET170001,1,34,1,1,2
ET170001,2,24,2,1,1
ET170001,3,2,2,7,1
ET170002,0,5,2,0,1
ET170002,1,40,1,1,1
ET170002,2,32,2,1,1
ET170002,3,17,1,7,1
ET170002,15,13,1,7,1
ET170002,16,9,1,7,1
ET170002,17,2,1,7,1
ET170002,18,1,1,7,1
ET170003,0,5,2,0,1
ET170003,1,47,1,1,1
ET170003,2,34,2,1,1
ET170003,3,17,1,7,1
ET170003,4,14,1,7,1
ET170003,5,11,1,7,1
ET170003,15,8,2,7,1
ET170003,16,1,1,7,1
ET170004,0,5,1,0,1
ET170004,1,46,1,1,1
ET170004,2,31,2,1,1
ET170004,3,13,1,7,1
ET170004,4,10,1,7,1
ET170004,15,8,1,7,1
ET170004,16,2,1,7,1
ET170005,0,4,1,0,1
ET170005,1,36,1,1,1
ET170005,2,30,2,1,1
ET170005,3,13,2,7,1
ET170005,4,10,1,7,1
ET170005,15,7,2,7,1
ET170005,16,2,2,7,1
ET170006,0,5,1,0,1
ET170006,1,29,1,1,1
ET170006,2,24,2,1,1
ET170006,15,7,1,7,1
ET170006,16,1,2,7,1
ET170007,0,5,1,0,1
ET170007,1,48,1,1,1
ET170007,2,39,2,1,1
ET170007,3,22,1,7,1
ET170007,4,20,1,7,1
ET170007,5,17,1,7,1
ET170007,6,14,1,7,1
ET170007,7,11,2,7,1
ET170007,8,9,1,7,1
ET170007,15,7,1,7,1
ET170007,16,2,1,7,1
ET170008,0,5,2,0,1
ET170008,1,54,1,1,1
ET170008,2,42,2,1,1
ET170008,3,19,2,7,1
ET170008,4,17,1,7,1
ET170008,5,13,1,7,1
ET170009,0,5,1,0,1
ET170009,1,36,1,1,1
ET170009,2,31,2,1,1
ET170009,3,14,2,7,1
ET170009,4,11,1,7,1
ET170009,15,6,1,7,1
ET170009,16,2,2,7,1
ET170010,0,5,1,0,1
ET170010,1,76,1,6,3
ET170010,2,62,2,5,1
ET170010,3,22,2,1,3
ET170010,4,16,2,13,1
ET170010,5,11,1,13,3
ET170010,6,1,2,14,1
ET170011,0,5,1,0,1
ET170011,1,45,1,1,1
ET170011,2,30,2,1,1
ET170011,3,19,2,7,1
ET170011,4,16,1,7,1
ET170011,5,13,2,7,1
ET170011,15,9,2,7,1
ET170011,16,2,2,7,1
ET170012,0,5,1,0,1
ET170012,1,41,1,1,1
ET170012,2,37,2,1,1
ET170012,3,21,1,4,4
ET170012,4,19,2,7,2
ET170012,5,18,2,7,1
ET170012,6,15,2,7,1
ET170012,7,21,1,7,2
ET170012,15,8,2,7,1
ET170012,16,2,2,7,1
ET170013,0,5,1,0,1
ET170013,1,54,2,5,1
ET170013,2,24,1,13,1
ET170013,3,32,2,1,1
ET170013,4,14,1,13,1
ET170015,0,5,2,0,1
ET170015,1,58,1,1,1
ET170015,2,39,2,1,1
ET170015,3,19,2,7,1
ET170015,4,17,1,7,1
ET170015,5,15,1,7,1
ET170015,6,13,2,7,1
ET170015,7,11,2,7,1
ET170015,15,9,2,7,1
ET170015,16,1,1,7,1
ET170016,0,5,2,0,1
ET170016,1,29,1,1,3
ET170016,2,20,2,1,2
ET170016,3,65,1,6,1
ET170016,4,50,2,5,1
ET170016,5,16,1,13,1
ET170017,0,4,2,0,1
ET170017,1,64,1,1,1
ET170017,2,50,2,1,1
ET170017,3,17,2,7,1
ET170017,4,14,2,7,1
ET170017,5,12,2,7,1
ET170017,6,26,1,7,2
ET170017,15,8,2,7,1
ET170017,16,8,2,7,1
ET170018,0,5,2,0,1
ET170018,1,51,1,1,1
ET170018,2,39,2,1,1
ET170018,3,19,1,7,1
ET170018,4,16,1,7,1
ET170018,5,12,2,7,1
ET170018,6,9,1,7,1
ET170018,7,2,1,7,1
ET170019,0,5,2,0,1
ET170019,1,44,1,1,1
ET170019,2,34,2,1,1
ET170019,3,19,2,7,1
ET170019,4,17,2,7,1
ET170019,5,12,2,7,1
ET170019,6,10,2,7,1
ET170019,15,8,2,7,1
ET170019,16,0,2,7,1
ET170020,0,5,2,0,1
ET170020,1,54,1,1,1
ET170020,2,41,2,1,1
ET170020,3,17,2,7,2
ET170020,4,14,2,7,1
ET170020,5,11,2,7,1
ET170020,6,9,1,7,1
ET170021,0,5,1,0,1
ET170021,1,34,1,1,1
ET170021,2,29,2,1,1
ET170021,3,12,1,7,1
ET170021,15,8,1,7,1
ET170021,16,2,1,7,1
ET170022,0,5,2,0,1
ET170022,1,49,1,1,1
ET170022,2,44,2,1,1
ET170022,3,16,1,7,1
ET170022,4,12,1,7,1
ET170022,15,8,2,7,1
ET170022,16,2,2,7,1
ET170023,0,5,1,0,1
ET170023,1,42,1,1,1
ET170023,2,32,2,1,1
ET170023,3,14,2,7,1
ET170023,4,10,1,7,1
ET170023,15,8,2,7,1
ET170023,16,3,1,7,1
ET170024,0,5,1,0,1
ET170024,1,28,1,1,1
ET170024,2,21,2,1,1
ET170024,3,2,2,7,1
ET170025,0,5,1,0,1
ET170025,1,65,2,5,1
ET170025,2,28,1,13,1
ET170025,3,25,2,1,1
ET170026,0,5,1,0,1
ET170026,1,49,1,1,1
ET170026,2,32,2,1,1
ET170026,3,14,1,7,1
ET170026,4,12,1,7,1
ET170026,5,10,2,7,1
ET170026,6,74,2,2,3
ET170026,15,8,2,7,1
ET170026,16,1,2,7,1
ET170027,0,5,1,0,1
ET170027,1,64,1,1,1
ET170027,2,44,2,1,1
ET170027,3,19,1,7,1
ET170027,4,17,2,7,1
ET170027,5,14,1,7,1
ET170027,6,10,1,7,1
ET170027,15,8,1,7,1
ET170027,16,3,1,7,1
ET170028,0,5,1,0,1
ET170028,1,39,1,1,1
ET170028,2,32,2,1,1
ET170028,3,10,2,7,1
ET170028,15,8,2,7,1
ET170028,16,3,1,7,1
ET170028,17,0,2,7,1
ET170029,0,5,2,0,1
ET170029,1,49,1,1,1
ET170029,2,42,2,1,1
ET170029,3,20,2,7,2
ET170029,4,17,1,7,1
ET170029,5,14,1,7,1
ET170029,6,11,1,7,1
ET170029,15,8,2,7,2
ET170029,16,1,2,7,1
ET170030,0,5,1,0,1
ET170030,1,54,1,1,1
ET170030,2,34,2,1,1
ET170030,3,16,2,7,1
ET170030,4,13,1,7,1
ET170030,5,10,1,7,1
ET170030,15,8,2,7,1
ET170030,16,3,2,7,1
ET170030,17,0,2,7,1
ET170031,0,5,2,0,1
ET170031,1,47,1,1,1
ET170031,2,40,2,1,1
ET170031,3,20,2,7,2
ET170031,4,17,1,7,1
ET170031,5,14,1,7,1
ET170031,6,9,1,7,1
ET170032,0,5,2,0,1
ET170032,1,39,1,1,1
ET170032,2,28,2,1,1
ET170032,3,14,1,7,1
ET170032,4,11,1,7,1
ET170032,15,8,2,7,1
ET170032,16,1,1,7,1
ET170033,0,5,1,0,1
ET170033,1,40,1,1,1
ET170033,2,30,2,1,1
ET170033,3,14,1,7,1
ET170033,15,10,2,7,1
ET170033,16,0,1,7,1
ET170034,0,5,1,0,1
ET170034,1,34,1,1,1
ET170034,2,23,2,1,1
ET170034,3,3,2,7,1
ET170034,4,0,1,7,1
ET170035,0,5,2,0,1
ET170035,1,31,1,1,1
ET170035,2,27,2,1,1
ET170035,15,8,1,7,1
ET170035,16,3,1,7,1
ET170035,17,1,2,7,1
ET170036,0,5,1,0,1
ET170036,1,64,2,5,1
ET170036,2,34,2,1,1
ET170036,3,20,1,9,2
ET170036,4,16,1,9,2
ET170036,5,9,2,9,1
ET170037,0,5,1,0,1
ET170037,1,47,1,1,1
ET170037,2,36,2,1,1
ET170037,3,16,2,7,1
ET170037,4,14,1,7,1
ET170037,5,12,1,7,1
ET170037,6,10,2,7,1
ET170037,15,7,2,7,1
ET170037,16,3,1,7,1
ET170038,0,5,1,0,1
ET170038,1,73,1,1,1
ET170038,2,44,2,1,1
ET170038,3,17,1,7,1
ET170038,4,16,1,7,1
ET170038,5,14,2,7,1
ET170038,6,10,1,7,1
ET170038,15,8,1,7,1
ET170039,0,5,2,0,1
ET170039,1,49,1,1,1
ET170039,2,39,2,1,1
ET170039,3,21,1,7,2
ET170039,4,18,1,7,1
ET170039,5,15,1,7,1
ET170039,6,13,1,7,1
ET170039,7,11,2,7,1
ET170039,15,8,1,7,1
ET170039,16,2,2,7,1
ET170040,0,5,1,0,1
ET170040,1,54,1,1,1
ET170040,2,39,2,1,1
ET170040,3,23,1,9,1
ET170040,4,21,1,9,1
ET170040,5,14,1,7,1
ET170040,6,12,2,7,1
ET170040,7,10,2,7,1
ET170041,0,5,2,0,1
ET170041,1,37,1,1,1
ET170041,2,28,2,1,1
ET170041,3,10,2,7,1
ET170041,15,8,2,7,1
ET170041,16,3,2,7,1
ET170042,0,5,2,0,1
ET170042,1,46,1,1,1
ET170042,2,31,2,1,1
ET170042,3,12,2,7,1
ET170042,4,16,2,13,1
ET170042,15,7,1,7,1
ET170043,0,4,2,0,1
ET170043,1,54,1,1,1
ET170043,2,41,2,1,1
ET170043,3,18,1,7,1
ET170043,4,16,1,7,1
ET170043,5,13,1,7,1
ET170043,6,11,2,7,1
ET170043,15,8,1,7,1
ET170045,0,5,2,0,1
ET170045,1,49,1,1,1
ET170045,2,34,2,1,1
ET170045,3,18,1,7,1
ET170045,4,14,2,7,1
ET170045,5,12,2,7,1
ET170045,15,8,2,7,1
ET170045,16,3,2,7,1
ET170045,17,1,2,7,1
ET170046,0,5,1,0,1
ET170046,1,34,1,1,1
ET170046,2,26,2,1,1
ET170046,3,11,2,7,1
ET170046,15,8,1,7,1
ET170046,16,0,2,7,1
ET170047,0,4,2,0,1
ET170047,1,64,1,1,1
ET170047,2,54,2,1,1
ET170047,3,16,2,7,1
ET170047,4,14,1,7,1
ET170047,5,12,2,7,1
ET170047,6,1,2,7,1
ET170048,0,5,1,0,1
ET170048,1,44,1,1,1
ET170048,2,34,2,1,1
ET170048,3,12,2,7,1
ET170048,15,8,2,7,1
ET170048,16,3,2,7,1
ET170049,0,5,1,0,1
ET170049,1,44,1,1,1
ET170049,2,34,2,1,1
ET170049,3,13,2,7,1
ET170049,15,8,2,7,1
ET170049,16,2,1,7,1
ET170050,0,4,1,0,1
ET170050,1,44,1,1,1
ET170050,2,39,2,1,1
ET170050,3,17,2,7,1
ET170050,4,14,1,7,1
ET170050,15,8,2,7,1
ET170051,0,5,2,0,1
ET170051,1,56,1,1,1
ET170051,2,34,2,1,1
ET170051,3,20,1,7,1
ET170051,4,19,1,7,1
ET170051,5,14,1,7,1
ET170051,6,11,2,7,1
ET170051,15,8,2,7,1
ET170051,16,2,2,7,1
ET170052,0,4,1,0,1
ET170052,1,32,1,1,1
ET170052,2,29,2,1,1
ET170052,3,14,1,20,2
ET170052,4,2,1,7,1
ET170053,0,5,2,0,1
ET170053,1,31,1,1,1
ET170053,2,24,2,1,1
ET170053,3,19,1,20,2
ET170053,4,3,2,7,1
ET170053,5,0,1,7,1
ET170054,0,5,2,0,1
ET170054,1,36,1,1,1
ET170054,2,26,2,1,1
ET170054,3,12,1,7,1
ET170054,15,8,1,7,1
ET170054,16,3,2,7,1
ET170054,17,0,1,7,1
ET170055,0,5,2,0,1
ET170055,1,44,1,1,1
ET170055,2,30,2,1,1
ET170055,3,10,1,7,1
ET170055,4,9,2,7,1
ET170055,5,3,1,7,1
ET170055,6,1,1,7,1
ET170056,0,5,1,0,1
ET170056,1,74,1,5,3
ET170056,2,64,2,5,1
ET170056,3,49,2,1,1
ET170056,4,19,2,9,1
ET170056,5,16,1,9,2
ET170057,0,5,1,0,1
ET170057,1,47,1,1,1
ET170057,2,34,2,1,1
ET170057,3,19,1,7,1
ET170057,4,17,1,7,1
ET170057,5,15,2,7,1
ET170057,6,11,2,7,1
ET170057,15,8,1,7,1
ET170057,16,0,2,7,1
ET170058,0,5,1,0,1
ET170058,1,44,1,1,1
ET170058,2,39,2,1,1
ET170058,3,19,1,7,1
ET170058,4,12,1,7,1
ET170058,5,10,1,7,1
ET170058,6,1,1,7,1
ET170059,0,5,1,0,1
ET170059,1,52,1,1,1
ET170059,2,35,2,1,1
ET170059,3,19,1,7,1
ET170059,4,17,2,7,1
ET170059,5,13,1,7,1
ET170059,6,11,1,7,1
ET170059,15,8,2,7,1
ET170059,16,0,2,7,1
ET170060,0,5,1,0,1
ET170060,1,74,1,5,2
ET170060,2,49,2,5,2
ET170060,3,32,2,1,1
ET170060,4,26,1,13,2
ET170060,5,23,1,13,2
ET170060,6,20,1,13,2
ET170060,7,17,2,13,2
ET170060,8,14,2,13,2
ET170060,15,8,1,7,1
ET170061,0,4,1,0,1
ET170061,1,44,1,1,2
ET170061,2,36,2,1,1
ET170061,3,20,2,7,2
ET170061,4,18,2,7,1
ET170061,5,16,1,7,1
ET170061,6,11,1,7,1
ET170062,0,5,2,0,1
ET170062,1,54,1,1,1
ET170062,2,34,2,1,1
ET170062,3,14,1,7,1
ET170062,4,12,1,7,1
ET170062,15,8,1,7,1
ET170063,0,5,2,0,1
ET170063,1,39,2,1,1
ET170063,2,12,2,9,1
ET170063,3,64,2,5,1
ET170063,15,8,2,9,1
ET170064,0,5,1,0,1
ET170064,1,44,1,1,1
ET170064,2,40,2,1,1
ET170064,3,23,1,7,1
ET170064,4,13,1,7,1
ET170064,5,16,2,7,1
ET170064,6,11,2,7,1
ET170064,15,6,2,7,1
ET170065,0,5,2,0,1
ET170065,1,44,1,1,1
ET170065,2,32,2,1,1
ET170065,3,14,2,7,1
ET170065,4,11,1,7,1
ET170065,15,8,2,7,1
ET170065,16,1,1,7,1
ET170066,0,4,2,0,1
ET170066,1,26,1,1,1
ET170066,2,23,2,1,1
ET170066,3,1,1,7,1
ET170067,0,5,1,0,1
ET170067,1,25,1,1,1
ET170067,2,22,2,1,1
ET170067,3,69,2,6,1
ET170067,4,1,1,7,1
ET170069,0,5,1,0,1
ET170069,1,44,1,1,1
ET170069,2,34,2,1,1
ET170069,3,11,2,7,1
ET170069,15,7,2,7,1
ET170069,16,3,1,7,1
ET170069,17,0,1,7,1
ET170070,0,5,2,0,1
ET170070,1,64,2,5,1
ET170070,2,19,2,1,1
ET170070,3,25,1,2,1
ET170070,4,1,1,9,1
ET170071,0,4,2,0,1
ET170071,1,59,2,5,1
ET170071,2,49,1,1,1
ET170071,3,29,2,1,1
ET170071,4,17,1,77,4
ET170071,5,10,2,7,1
ET170071,15,8,2,7,1
ET170072,0,5,2,0,1
ET170072,1,70,2,5,1
ET170072,2,28,2,1,1
ET170072,3,1,1,8,1
ET170073,0,5,2,0,1
ET170073,1,29,2,1,1
ET170074,0,5,2,0,1
ET170074,1,54,2,5,1
ET170074,2,22,1,13,2
ET170074,3,20,2,1,2
ET170074,4,18,2,13,1
ET170074,5,15,2,13,1
ET170074,6,67,1,6,3
ET170075,0,5,2,0,1
ET170075,1,29,1,1,1
ET170075,2,24,2,1,1
ET170075,3,3,2,7,1
ET170075,4,0,2,7,1
ET170076,0,5,2,0,1
ET170076,1,28,1,1,1
ET170076,2,24,2,1,1
ET170076,3,2,1,7,1
ET170077,0,5,1,0,1
ET170077,1,36,1,1,1
ET170077,2,32,2,1,1
ET170077,3,11,1,7,1
ET170077,4,9,2,7,1
ET170077,5,1,1,7,1
ET170078,0,5,1,0,1
ET170078,1,55,1,1,1
ET170078,2,42,2,1,1
ET170078,3,22,1,7,1
ET170078,4,19,1,7,1
ET170078,5,17,2,7,1
ET170078,6,14,2,7,1
ET170078,7,10,2,7,1
ET170078,15,8,1,7,1
ET170078,16,7,1,7,1
ET170078,17,2,2,7,1
ET170079,0,5,1,0,1
ET170079,1,44,1,1,1
ET170079,2,34,2,1,1
ET170079,3,12,2,7,1
ET170079,4,9,1,7,1
ET170079,15,7,1,7,1
ET170079,16,3,1,7,1
ET170079,17,0,1,7,1
ET170080,0,5,1,0,1
ET170080,1,34,1,1,1
ET170080,2,34,2,1,1
ET170080,3,11,2,9,1
ET170080,15,7,1,7,1
ET170080,16,3,2,7,1
ET170081,0,5,1,0,1
ET170081,1,26,1,1,1
ET170081,2,20,2,1,1
ET170081,3,3,1,7,1
ET170081,4,0,2,7,1
ET170082,0,5,2,0,1
ET170082,1,38,1,1,1
ET170082,2,29,2,1,1
ET170082,3,13,2,7,1
ET170082,4,11,1,7,1
ET170082,5,8,2,7,1
ET170082,6,2,2,7,1
ET170083,0,4,1,0,1
ET170083,1,50,1,1,1
ET170083,2,39,2,1,1
ET170083,3,21,1,7,1
ET170083,4,18,2,7,1
ET170083,5,15,1,7,1
ET170083,6,11,2,7,1
ET170083,15,8,1,7,1
ET170083,16,1,2,7,1
ET170084,0,5,2,0,1
ET170084,1,49,1,1,1
ET170084,2,39,2,1,1
ET170084,3,12,2,7,1
ET170084,4,13,1,7,1
ET170084,5,9,1,7,1
ET170084,15,8,2,7,1
ET170084,16,1,1,7,1
ET170085,0,5,1,0,1
ET170085,1,34,1,1,1
ET170085,2,24,2,1,1
ET170085,3,2,1,7,1
ET170086,0,5,1,0,1
ET170086,1,29,1,1,1
ET170086,2,20,2,1,1
ET170086,3,1,1,7,1
ET170087,0,5,1,0,1
ET170087,1,54,1,1,1
ET170087,2,44,2,1,1
ET170087,3,18,2,7,1
ET170087,4,16,2,7,1
ET170087,5,14,2,7,1
ET170087,6,12,1,7,1
ET170087,15,8,2,7,1
ET170087,16,4,2,7,1
ET170088,0,5,2,0,1
ET170088,1,42,1,1,1
ET170088,2,29,2,1,1
ET170088,3,11,2,7,1
ET170088,15,8,1,7,1
ET170088,16,7,2,7,1
ET170088,17,3,1,7,1
ET170088,18,0,2,7,1
ET170089,0,5,1,0,1
ET170089,1,44,1,1,1
ET170089,2,25,2,7,1
ET170089,15,7,1,7,1
ET170089,16,2,1,7,1
ET170090,0,5,1,0,1
ET170090,1,57,1,1,1
ET170090,2,54,2,1,1
ET170090,3,20,1,7,1
ET170090,4,17,1,7,1
ET170090,5,12,2,7,1
ET170090,6,10,1,7,1
ET170090,15,8,2,7,1
ET170090,16,2,2,7,1
ET170091,0,5,2,0,1
ET170091,1,34,1,1,1
ET170091,2,23,2,1,1
ET170091,3,1,1,7,1
ET170092,0,5,1,0,1
ET170092,1,54,1,1,1
ET170092,2,40,2,1,1
ET170092,3,16,2,7,2
ET170092,4,14,2,7,1
ET170092,5,10,1,7,1
ET170092,6,12,1,7,1
ET170092,7,0,1,7,1
ET170093,0,5,2,0,1
ET170093,1,49,1,1,1
ET170093,2,34,2,1,1
ET170093,3,20,2,7,1
ET170093,4,18,2,7,2
ET170093,5,16,2,7,1
ET170093,6,14,2,7,1
ET170093,7,12,1,7,1
ET170093,15,7,1,7,1
ET170093,16,3,2,7,1
ET170094,0,5,1,0,1
ET170094,1,24,1,1,1
ET170094,2,20,2,1,1
ET170094,3,2,2,7,1
ET170094,4,0,2,7,1
ET170095,0,5,1,0,1
ET170095,1,45,1,1,1
ET170095,2,36,2,1,1
ET170095,3,20,2,7,1
ET170095,4,16,2,7,1
ET170095,5,13,2,7,1
ET170095,15,8,2,7,1
ET170096,0,5,1,0,1
ET170096,1,44,1,1,1
ET170096,2,41,2,1,1
ET170096,3,22,2,7,1
ET170096,4,19,2,7,2
ET170096,5,16,1,7,1
ET170096,6,13,1,7,1
ET170096,7,11,2,7,1
ET170096,15,7,1,7,1
ET170097,0,4,1,0,1
ET170097,1,74,2,17,1
ET170097,2,64,2,13,1
ET170097,3,30,1,1,1
ET170097,4,29,2,1,1
ET170097,5,12,1,13,1
ET170098,0,5,1,0,1
ET170098,1,40,1,1,1
ET170098,2,31,2,1,1
ET170098,3,23,1,13,2
ET170098,4,15,2,7,1
ET170098,5,10,2,7,1
ET170098,6,9,1,7,1
ET170098,7,2,1,7,1
ET170099,0,5,1,0,1
ET170099,1,51,1,1,1
ET170099,2,26,2,1,1
ET170099,3,10,2,7,1
ET170099,4,3,1,7,1
ET170100,0,5,1,0,1
ET170100,1,43,1,1,1
ET170100,2,29,2,1,1
ET170100,3,14,2,7,1
ET170100,4,11,1,7,1
ET170100,15,8,1,7,1
ET170100,16,0,2,7,1
ET180001,0,4,1,0,1
ET180001,1,34,1,1,1
ET180001,2,29,2,1,1
ET180001,3,10,1,7,1
ET180001,15,8,2,7,1
ET180001,16,8,1,7,1
ET180001,17,1,1,7,1
ET180002,0,5,1,0,1
ET180002,1,29,1,1,1
ET180002,2,26,2,1,1
ET180002,3,17,2,13,1
ET180002,15,8,1,7,1
ET180002,16,1,2,7,1
ET180003,0,6,2,0,1
ET180003,1,29,2,1,1
ET180003,2,14,2,9,1
ET180004,0,5,1,0,1
ET180004,1,49,1,1,1
ET180004,2,31,2,1,1
ET180004,3,16,1,7,1
ET180004,4,12,1,7,1
ET180004,5,10,2,7,1
ET180004,15,8,1,7,1
ET180004,16,1,1,7,1
ET180005,0,4,1,0,1
ET180005,1,54,1,1,1
ET180005,2,36,2,1,1
ET180005,3,12,2,7,1
ET180005,4,10,1,7,1
ET180005,15,8,1,7,1
ET180005,16,1,1,7,1
ET180006,0,4,2,0,1
ET180006,1,71,2,6,1
ET180006,2,37,1,1,1
ET180006,3,28,2,1,1
ET180006,4,12,2,7,1
ET180006,15,7,2,7,1
ET180006,16,1,2,7,1
ET180007,0,4,2,0,1
ET180007,1,79,2,5,1
ET180007,2,36,1,1,1
ET180007,3,42,2,1,1
ET180007,4,14,2,7,1
ET180007,5,1,1,7,1
ET180008,0,4,2,0,1
ET180008,1,39,2,1,3
ET180008,2,19,2,7,1
ET180008,3,17,2,7,2
ET180008,4,15,1,7,2
ET180008,5,11,2,7,2
ET180008,6,2,2,13,1
ET180009,0,4,1,0,1
ET180009,1,44,1,1,1
ET180009,2,30,2,1,1
ET180009,3,14,2,7,1
ET180009,4,11,1,7,1
ET180009,15,8,1,7,1
ET180009,16,1,1,7,1
ET180010,0,4,2,0,1
ET180010,1,74,2,5,1
ET180010,2,34,1,1,1
ET180010,3,29,2,1,1
ET180010,4,10,1,7,1
ET180010,15,6,1,7,1
ET180010,16,2,2,7,1
ET180011,0,5,1,0,1
ET180011,1,54,1,1,1
ET180011,2,39,2,1,1
ET180011,3,19,1,7,1
ET180011,4,14,1,7,1
ET180011,5,13,2,7,1
ET180011,6,11,1,7,1
ET180011,15,8,1,7,1
ET180011,16,3,1,7,1
ET180011,17,1,2,7,1
ET180011,18,16,1,7,1
ET180012,0,4,2,0,1
ET180012,1,54,2,18,2
ET180012,2,49,1,1,1
ET180012,3,39,2,1,1
ET180012,4,13,1,7,1
ET180012,5,11,1,7,1
